A/C/D/U,Valid-From Date,Valid To Date,Offer Display Name,Offer ID,License Agreement Type,Purchase Unit,Secondary License Type,End Customer Type,List Price,ERP Price,Material
UNC,20200401,99991231,Dynamics 365 Sales Professional From SA From VL/DPL,91b12d57-0c23-47aa-8c2d-5af59861864e,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,184.1,245.4,NCV-00002
UNC,20200401,99991231,Dynamics 365 Supply Chain Management,2f3a9d62-81a9-4613-94f1-681951f40f25,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,793,1132.8,S2R-00002
UNC,20200401,99991231,Dynamics 365 Supply Chain Management (36 mo),365b57b9-7acf-4d00-aa33-ee8894ccc3d2,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,793,1132.8,S2R-00008
UNC,20200401,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer,8c4a874c-016a-48ca-9bc6-829b094aa5e2,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,132.2,188.8,SAM-00003
UNC,20200401,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer (36 mo),23d4b0ef-b359-4106-af25-522540f789a6,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,132.2,188.8,SAM-00007
UNC,20200401,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer (Qualified Offer),13d32e13-a1b0-400d-96c0-4eaaa14dced5,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,66.1,94.4,SAM-00004
UNC,20200401,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Faculty,30765aac-4582-4089-bffa-d8f43183f91f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,72.7,103.8,SAN-00003
UNC,20200401,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Faculty (Qualified Offer),e38dd548-3fe8-49aa-8f64-1aa742c50464,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,36.3,51.9,SAN-00004
UNC,20200401,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Faculty From SA From VL/DPL,b6345364-6e7c-4ea9-a9f1-0abeadbf804d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,43.6,62.3,SUZ-00001
UNC,20200401,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Students,779dfffe-1a99-49b3-b2c0-2aee50492e59,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,52.9,75.5,SAN-00005
UNC,20200401,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Students (Qualified Offer),24e78956-210c-439f-9038-c411c0ac2586,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,26.4,37.8,SAN-00006
UNC,20200401,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Students From SA From VL/DPL,e66651f2-77d5-47bc-a253-80800f7072a9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,31.7,45.3,SUZ-00002
UNC,20200401,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer From SA From VL/DPL,9d5c3c7d-7577-4f96-8070-8ed3ebed5d55,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,79.3,113.3,SAP-00003
UNC,20200401,99991231,Dynamics 365 Supply Chain Management for Faculty,b63c9f45-fcce-41dc-ab62-519c2262efb7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,436.1,623,S3R-00002
UNC,20200401,99991231,Dynamics 365 Supply Chain Management for Faculty From SA From VL/DPL,6ec90401-d0e3-4b6f-9452-a2cf673a80cc,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,261.7,373.8,SUX-00001
UNC,20200401,99991231,Dynamics 365 Supply Chain Management for Students,865d13d6-cc8a-4a59-ae93-667cf226199e,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,317.2,453.1,S3R-00003
UNC,20200401,99991231,Dynamics 365 Supply Chain Management for Students From SA From VL/DPL,24289c55-50e7-43b8-904d-2f2c65aba63d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,190.3,271.9,SUX-00002
UNC,20200401,99991231,Dynamics 365 Supply Chain Management From SA From VL/DPL,12d6b353-4514-4a03-80ee-2cdc5da84ba8,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,475.8,679.7,S7R-00003
UNC,20200401,99991231,Dynamics 365 Team Members,b2ccb51a-43c2-47d4-92db-dbf14553a185,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,37.8,50.3,AAD-32951
UNC,20200401,99991231,Dynamics 365 Team Members (36 mo),5fd83ae6-fb47-444c-a34e-b94e7dc260bb,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,37.8,50.3,AAD-39983
UNC,20200401,99991231,Dynamics 365 Team Members (Nonprofit Staff Pricing),8f9230ec-b3cd-45c3-8a93-1cc02d3a4ea7,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,11.3,12.6,AAD-32954
UNC,20200401,99991231,Dynamics 365 Team Members for Faculty,23f296d4-8ac5-470a-8dab-87afc211661b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,20.8,27.7,AAD-32953
UNC,20200401,99991231,Dynamics 365 Team Members for Faculty From SA From VL/DPL,0e3e1cdd-ec8a-4a37-95d4-7a4c29096dca,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,12.5,16.6,MTU-00006
UNC,20200401,99991231,Dynamics 365 Team Members for Students,346d6b11-83f6-4a2e-bf2d-7cbfc1b64d85,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,15.1,20.1,AAD-32952
UNC,20200401,99991231,Dynamics 365 Team Members for Students From SA From VL/DPL,125d8c0d-2bf2-4caf-93bd-92542aa43d19,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,9.1,12.1,MTU-00005
UNC,20200401,99991231,Dynamics 365 Team Members From SA From VL/DPL,eef12e4c-d38d-4a8f-90cf-47313bb033f0,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,22.7,30.2,MTK-00005
UNC,20200401,99991231,Dynamics 365 Unified Operations – Activity,6130626e-bee0-4e76-8abb-e919b0ec9483,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,220.3,314.7,AAA-51231
UNC,20200401,99991231,Dynamics 365 Unified Operations – Activity (36 mo),1be1f426-22a5-48bc-8ef1-4d38c71bc655,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,220.3,314.7,AAD-39978
UNC,20200401,99991231,Dynamics 365 Unified Operations – Activity for Faculty,1ec83327-72dd-481c-acc4-87ab518d5a00,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,121.1,173.1,AAA-51233
UNC,20200401,99991231,Dynamics 365 Unified Operations – Activity for Faculty From SA From VL/DPL,25b1159c-51af-41d9-b036-4c21d5d720bb,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,72.7,103.8,AAA-55219
UNC,20200401,99991231,Dynamics 365 Unified Operations – Activity for Students,eca4378b-b97e-4f23-ae73-ef01a63293ed,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,88.1,125.9,AAA-51234
UNC,20200401,99991231,Dynamics 365 Unified Operations – Activity for Students From SA From VL/DPL,1f3a4274-16bb-44a4-8246-b2cadf7122c1,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,52.9,75.5,AAA-55220
UNC,20200401,99991231,Dynamics 365 Unified Operations – Activity From SA From VL/DPL,1fd13474-75a5-4c9b-80a2-fd233c346879,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,132.2,188.8,AAA-55215
UNC,20200401,99991231,Dynamics 365 Unified Operations - Additional Database Storage (Qualified Offer),ad09ac56-f17b-4e23-9af2-de8f91f75fa9,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,22,31.5,AAA-35218
UNC,20200401,99991231,Dynamics 365 Unified Operations - Additional Database Storage (Qualified Offer) for Faculty,32147dad-57ec-422c-898a-c8a826ea1454,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,12.1,17.3,AAA-35224
UNC,20200401,99991231,Dynamics 365 Unified Operations - Additional Database Storage (Qualified Offer) for Students,b761739f-daf3-4feb-96cc-98f93dd3e81e,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,8.8,12.6,AAA-35225
UNC,20200401,99991231,Dynamics 365 Unified Operations - Additional File Storage (Qualified Offer),0e5bfb17-8c11-49a9-865d-05d4f48a0a35,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,4.4,6.3,AAA-35222
UNC,20200401,99991231,Dynamics 365 Unified Operations - Additional File Storage (Qualified Offer) for Faculty,53cd62df-0727-45a0-863b-d67f5a0a4e07,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,2.4,3.5,AAA-35226
UNC,20200401,99991231,Dynamics 365 Unified Operations - Additional File Storage (Qualified Offer) for Students,455d3132-8cca-458c-883b-973ccac98b69,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.76,2.5,AAA-35227
UNC,20200401,99991231,Dynamics 365 Unified Operations - Database Capacity,a93e9934-bd2d-4022-8a7f-a3217a50cc1d,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,176.2,251.7,AAD-51841
UNC,20200401,99991231,Dynamics 365 Unified Operations - Database Capacity (Nonprofits Pricing),1d3f4d81-89b9-419e-a880-31b2c50b8d66,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,158.6,176.2,AAD-51840
UNC,20200401,99991231,Dynamics 365 Unified Operations - Database Capacity for Education,093e3350-b541-4e57-922b-6d2e707c454b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER EDUCATION,123.4,176.2,AAD-51842
UNC,20200401,99991231,Dynamics 365 Unified Operations – Device,16e05c5c-b536-42a0-a26e-d920c267d723,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,330.4,472,AAA-67236
UNC,20200401,99991231,Dynamics 365 Unified Operations – Device (36 mo),18c18bc2-82b3-49fd-87ab-ba52b2f8f5d8,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,330.4,472,AAD-39979
UNC,20200401,99991231,Dynamics 365 Unified Operations – Device for Faculty,e67fe55c-1e6c-47d7-b8b8-9c7d85c778ff,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,181.7,259.6,AAA-67206
UNC,20200401,99991231,Dynamics 365 Unified Operations – Device for Faculty From SA From VL/DPL,6b1fd750-3ebd-45eb-8dcf-98238de9abd5,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,109,155.8,AAA-67210
UNC,20200401,99991231,Dynamics 365 Unified Operations – Device for Students,16fa20c0-cecd-422d-9cb6-dad535d7ee9f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,132.2,188.8,AAA-67207
UNC,20200401,99991231,Dynamics 365 Unified Operations – Device for Students From SA From VL/DPL,4c950dd5-d871-4c9d-9e7f-8113e74fd677,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,79.3,113.3,AAA-67211
UNC,20200401,99991231,Dynamics 365 Unified Operations – Device From SA From VL/DPL,0068e30e-0734-4be6-a01f-5ff597bb5647,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,198.2,283.2,AAA-67208
UNC,20200401,99991231,Dynamics 365 Unified Operations - File Capacity,c8dd48d3-9de3-4ecb-9722-587128c7439a,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,8.8,12.6,AAD-51844
UNC,20200401,99991231,Dynamics 365 Unified Operations - File Capacity (Nonprofits Pricing),dc173a86-285b-444c-881e-3ece531f67da,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,7.9,8.8,AAD-51843
UNC,20200401,99991231,Dynamics 365 Unified Operations - File Capacity for Education,da270e3a-6a20-43a8-81d2-2ca319f89f8a,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER EDUCATION,6.2,8.8,AAD-51845
UNC,20200401,99991231,Dynamics 365 Unified Operations – Order Lines,1a5311e2-9236-4e7e-ace6-280581658910,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2202.7,3146.7,AAD-32990
UNC,20200401,99991231,Dynamics 365 Unified Operations – Order Lines (Nonprofits Pricing),7dd6b78a-3d53-47f8-8a64-bd84609a9a70,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,1982.4,2202.7,AAD-32992
UNC,20200401,99991231,Dynamics 365 Unified Operations – Order Lines for Education,5c5e5b36-beb4-4192-8bd4-27a8a644443c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER EDUCATION,1541.9,2202.7,AAD-32991
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 1:Developer & Test Instance,ddbae3c0-f883-4823-a1e9-4ffa47ab0c5b,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,1872.3,2674.7,AAA-35258
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 1:Developer & Test Instance (36 mo),c392df06-06c8-4c15-8051-27a483b07e71,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,1872.3,2674.7,DMM-00004
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 1:Developer & Test Instance for Faculty,79aab72c-6da9-462d-afc0-5ed20091610a,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1029.8,1471.1,AAA-35228
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 2:Standard Acceptance Testing,615cbbc1-0b6c-43fa-99c5-ada5a0965500,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,5947.3,8496.1,AAA-35244
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 2:Standard Acceptance Testing (36 mo),4eb61d13-7291-4c8b-abb3-efd9e02ee594,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,5947.3,8496.1,DMR-00004
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 2:Standard Acceptance Testing for Faculty,f2871ea5-b26e-4a13-8d3a-6a1dda820c72,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,3271,4672.8,AAA-35246
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 3:Premier Acceptance Testing,708b4081-1ae3-4d40-99b9-db75470df408,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,17841.8,25488.3,AAA-35232
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 3:Premier Acceptance Testing (36 mo),b0ca8566-f67e-43f0-9c6b-88f0f890173c,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,17841.8,25488.3,DMV-00004
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 3:Premier Acceptance Testing for Faculty,76642878-563b-4b30-9c9a-f7049b853743,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,9813,14018.5,AAA-35248
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 4:Standard Performance Testing,04329f1d-1d37-4445-b426-48dd65d14850,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,34802.5,49717.9,AAA-35254
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 4:Standard Performance Testing (36 mo),10612508-9792-46d6-a13f-e117d365d30a,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,34802.5,49717.9,DMZ-00004
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 4:Standard Performance Testing for Faculty,c7bcf2b6-7558-4013-ac24-5f4db30df525,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,19141.4,27344.8,AAA-35256
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 5:Premier Performance Testing,e49012e8-b9d7-44b3-8134-ee84cf160bc9,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,52864.6,75520.8,AAA-35260
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 5:Premier Performance Testing (36 mo),06e0315f-8649-4860-b5dd-e3719912e3b0,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,52864.6,75520.8,DNK-00004
UNC,20200401,99991231,Dynamics 365 Unified Operations - Sandbox Tier 5:Premier Performance Testing for Faculty,435f5608-fdf6-4413-a0f1-26b7d2c01cbd,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,29075.5,41536.4,AAA-35264
UNC,20200401,99991231,Dynamics 365 Virtual Agent for Customer Service,7414a9b1-8947-4ac6-9141-793d139e02d1,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,5192.1,6922.7,SYU-00002
UNC,20200401,99991231,Dynamics 365 Virtual Agent for Customer Service (Nonprofit Staff Pricing),d942f636-ea4b-48b5-9449-295ef457aad7,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,1557.6,1730.7,SYU-00003
UNC,20200401,99991231,Dynamics 365 Virtual Agent for Customer Service for Faculty,6328d88f-c4d3-4bae-8f39-2abe1c91a57b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,2855.6,3807.5,SYV-00002
UNC,20200401,99991231,Dynamics 365 Virtual Agent for Customer Service User License,1ff89dde-5eb1-4d30-a09b-2c9ba7e25704,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,0,0,SYW-00002
UNC,20200401,99991231,Dynamics 365 Virtual Agent for Customer Service User License (Nonprofit Staff Pricing),a57342b3-ea7d-4363-90dc-1d06f4cb3ce4,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,0,0,SYW-00005
UNC,20200401,99991231,Dynamics 365 Virtual Agent for Customer Service User License for Faculty,e23c9019-8bec-4604-8a12-0233503e3b37,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0,0,SYX-00003
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Basic,217c6817-fa8a-4cdd-b6e8-ab70b3321d0e,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,26432.3,37760.4,UVH-00002
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Basic (36 mo),3e9c1b82-4c4a-4804-9ec0-33197d976c00,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,26432.3,37760.4,UVH-00003
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Basic for Faculty,664c2ff4-18ee-4008-b666-c671fb07d5d5,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,14537.8,20768.2,UVJ-00002
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Basic for Students,d1fb7556-64c0-4a54-b5bd-6822d6ab51aa,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,10572.9,15104.2,UVJ-00003
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Premium,a916dde6-4e63-4228-890e-7ab8c2ba4b77,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,162999.1,232855.8,UVM-00002
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Premium (36 mo),b935e768-3ba7-41fb-8402-3c61da1afca2,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,162999.1,232855.8,UVM-00003
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Premium for Faculty,82afc3dc-ec97-4769-aa05-5183c04b5a6c,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,89649.5,128070.7,UVN-00002
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Premium for Students,3b849e19-39cb-4535-84d4-b65e6d78ef8c,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,65199.6,93142.3,UVN-00003
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Standard,1e8ffded-3de0-46a9-af6d-93730e569f3e,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,74891.5,106987.8,UVK-00002
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Standard (36 mo),e8d6185d-cc03-4d23-9aae-da99db8ae903,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,74891.5,106987.8,UVK-00003
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Standard for Faculty,0526ed5b-017c-41cd-a65b-e96f571f0197,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,41190.3,58843.3,UVL-00002
UNC,20200401,99991231,e-Commerce Cloud Scale Unit Standard for Students,66c6946d-cc6a-407f-98e0-34ff7a977d77,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,29956.6,42795.1,UVL-00003
UNC,20200401,99991231,e-Commerce Ratings and Reviews,f19876c6-9c51-4e32-a630-b89f04779c90,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3304,4720.1,UVF-00002
UNC,20200401,99991231,e-Commerce Ratings and Reviews (36 mo),112cea28-052a-4f0c-b11d-4e8e91a9db5b,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3304,4720.1,UVF-00003
UNC,20200401,99991231,e-Commerce Ratings and Reviews for Faculty,c634ece6-f9f6-4fc5-823a-2bcddb3ae9de,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1817.2,2596,UVG-00002
UNC,20200401,99991231,e-Commerce Ratings and Reviews for Students,34765464-c4ed-4cc6-b365-ef7c56499403,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1321.6,1888,UVG-00003
UNC,20200401,99991231,e-Commerce Recommendations,1819e476-4a74-4edb-8e49-84da11faf3f1,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,13216.1,18880.2,UV5-00002
UNC,20200401,99991231,e-Commerce Recommendations (36 mo),2d811536-6819-4b48-89a2-ae3574f29a9f,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,13216.1,18880.2,UV5-00003
UNC,20200401,99991231,e-Commerce Recommendations for Faculty,5e6ea6e5-631c-4d74-a967-14298d7d30ae,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,7268.9,10384.1,UV9-00002
UNC,20200401,99991231,e-Commerce Recommendations for Students,6a8420ba-7f8a-44f0-9217-184850a5e1b2,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,5286.5,7552.1,UV9-00003
UNC,20200401,99991231,e-Commerce Tier 1,0efc67b8-c973-4d46-84aa-60c4f8e8f453,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,22026.9,31467,UUR-00002
UNC,20200401,99991231,e-Commerce Tier 1 (36 mo),4963653b-b92f-4022-a981-22b4201535f1,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,22026.9,31467,UUR-00003
UNC,20200401,99991231,e-Commerce Tier 1 for Faculty,91c5ad34-593e-4d50-8748-e949510a4896,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,12114.8,17306.9,UUS-00002
UNC,20200401,99991231,e-Commerce Tier 1 for Students,a4a47d74-cd82-48ec-8752-4772db1cba1b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,8810.8,12586.8,UUS-00003
UNC,20200401,99991231,e-Commerce Tier 1 Overage,442424b2-2ceb-4600-976d-83dbf6cdc09c,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3524.3,5034.7,UUX-00002
UNC,20200401,99991231,e-Commerce Tier 1 Overage (36 mo),8e146e70-e9b5-45fc-a622-6610a753238f,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3524.3,5034.7,UUX-00003
UNC,20200401,99991231,e-Commerce Tier 1 Overage for Faculty,a24b44fa-b383-46ec-8a1d-f76aa6acae10,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1938.4,2769.1,UUY-00002
UNC,20200401,99991231,e-Commerce Tier 1 Overage for Students,fc15a221-ef98-4862-aae1-cbd07fdbac44,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1409.7,2013.9,UUY-00003
UNC,20200401,99991231,e-Commerce Tier 2,4826c6a8-aedb-4c9f-a9ed-71a0b3d766ed,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,63878,91254.3,UUT-00002
UNC,20200401,99991231,e-Commerce Tier 2 (36 mo),bd19bedd-233c-4499-b58a-918b32ea77ed,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,63878,91254.3,UUT-00003
UNC,20200401,99991231,e-Commerce Tier 2 for Faculty,d5d5f00b-39ab-4666-9414-defc03ab1941,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,35132.9,50189.9,UUU-00002
UNC,20200401,99991231,e-Commerce Tier 2 for Students,573ef6fd-ce07-4387-9484-0144cf7d7faf,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,25551.2,36501.7,UUU-00003
UNC,20200401,99991231,e-Commerce Tier 2 Overage,926f8783-0a32-4f52-9fd6-de5cde9b91c1,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2973.6,4248,UUZ-00002
UNC,20200401,99991231,e-Commerce Tier 2 Overage (36 mo),011b44db-6587-402f-9610-5162a24048ae,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2973.6,4248,UUZ-00003
UNC,20200401,99991231,e-Commerce Tier 2 Overage for Faculty,739b8ee1-5098-49af-8533-69b3bc05114e,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1635.5,2336.4,UV2-00002
UNC,20200401,99991231,e-Commerce Tier 2 Overage for Students,ae1d7061-f0ea-4cbc-8893-46912fe28419,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1189.5,1699.2,UV2-00003
UNC,20200401,99991231,e-Commerce Tier 3,afe718e4-9140-40bc-b5fd-2d0a79cc446d,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,136566.8,195095.4,UUV-00002
UNC,20200401,99991231,e-Commerce Tier 3 (36 mo),f9a80ccc-dd6d-4547-a283-f27fb937be66,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,136566.8,195095.4,UUV-00003
UNC,20200401,99991231,e-Commerce Tier 3 for Faculty,c42163a8-2b7b-4be3-9a2b-f2ea14e5baee,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,75111.7,107302.5,UUW-00002
UNC,20200401,99991231,e-Commerce Tier 3 for Students,783d8e73-a3f6-43ac-af61-e742dcc8025e,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,54626.7,78038.2,UUW-00003
UNC,20200401,99991231,e-Commerce Tier 3 Overage,b028521f-c358-4927-babd-a81c93c429bb,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2423,3461.4,UV3-00002
