Customer,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
RackPeople ApS,99999003,Service Bus - Service Bus - Hybrid Connections - ,0,1,6.86185,0.52,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Tables - Tables - LRS - new ,0,0.00036,6.86185,25.13,0.00,0.00,0.05,0.05
RackPeople ApS,99999003,SQL Database Single Standard - SQL Database Single ,98.71,0.4839,6.86185,28.00,0.00,2.82,79.03,0.06
RackPeople ApS,99999003,Azure App Service Free Plan - Azure App Service ,0,0,6.86185,10.00,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,0,0.00036,6.86185,0.63,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Functions - Functions - new ,0,0.000002,6.86185,80952.00,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,SQL Database Single Basic - SQL Database Single ,65.7,0.161,6.86185,56.00,0.00,0.94,52.59,0.03
RackPeople ApS,99999003,Tables - Tables - LRS - new ,0,0.00036,6.86185,1.60,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Files - Files - LRS - new ,0,0.06,6.86185,0.15,0.00,0.35,0.05,0.05
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,0,0.00036,6.86185,2.84,0.00,0.00,0.01,0.01
RackPeople ApS,99999003,Service Bus - Service Bus - Standard - new ,0,0.8,6.86185,0.00,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,0,0.024,6.86185,0.19,0.00,0.14,0.03,0.03
RackPeople ApS,99999003,Tables - Tables - LRS - new ,0,0.00036,6.86185,7.95,0.00,0.00,0.02,0.02
RackPeople ApS,99999003,Functions - Functions - new ,0,0.000016,6.86185,400000.00,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,6.86185,0.37,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.76,6.86185,5.00,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Azure App Service Standard Plan - Azure App ,979.86,0.1,6.86185,1344.00,0.00,0.58,783.90,0.01
RackPeople ApS,99999003,Files - Files - LRS - new ,0.76,0.0015,6.86185,78.19,0.00,0.01,0.68,0.07
RackPeople ApS,99999003,General Block Blob - General Block Blob - LRS - ,0.43,0.00036,6.86185,185.97,0.00,0.00,0.39,0.05
RackPeople ApS,99999003,Azure App Service Premium v2 Plan - Azure App ,979.86,0.2,6.86185,672.00,0.00,1.17,783.90,0.01
RackPeople ApS,99999003,Tables - Tables - LRS - new ,4.8,0.045,6.86185,14.83,0.00,0.26,3.89,0.05
RackPeople ApS,99999003,Service Bus - Service Bus - Hybrid Connections - ,130.98,0.0134,6.86185,1341.28,0.00,0.08,104.83,0.05
RackPeople ApS,99999003,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.05,6.86185,0.01,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Azure App Service Free Plan - Azure App Service ,0,0,6.86185,0.84,0.00,0.00,0.00,0.00
RackPeople ApS,99999003,Functions - Functions - new ,27.1,0.000016,6.86185,232731.57,0.00,0.00,21.72,0.04
RackPeople ApS,99999003,Log Analytics - Log Analytics - Pay-as-you-go - EU ,107.13,2.76,6.86185,5.32,0.00,16.10,85.71,0.01
RackPeople ApS,99999003,Files - Files - LRS - new ,6.18,0.015,6.86185,56.64,0.00,0.09,4.96,0.02
Atcom Aps,26097282,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - renew  2/21/2023-3/20/2023  February   ,0,0,1,5.00,25.00,0.00,0.00,0.00
Atcom Aps,26097282,Visio Plan 2 - Visio Plan 2 - renew 2/28/2023-3/27/2023  February   ,339.84,90.62,1,3.00,25.00,113.28,339.83,67.97
Atcom Aps,26097282,Visio Plan 2 - Visio Plan 2 - renew 2/28/2023-3/27/2023  February   ,1132.8,75.52,1,12.00,25.00,94.40,1132.80,226.56
Atcom Aps,26097282,Microsoft 365 E5 - Microsoft 365 E5 - renew 2/28/2023-3/27/2023  February   ,5615.4,320.88,1,14.00,25.00,401.10,5615.40,1123.08
Atcom Aps,26097282,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/28/2023-3/27/2023  February   ,50.4,20.16,1,2.00,25.00,25.20,50.40,10.08
Atcom Aps,26097282,Microsoft 365 E5 - Microsoft 365 E5 - renew 2/28/2023-3/27/2023  February   ,1443.99,385.06,1,3.00,25.00,481.33,1443.98,288.80
ECO-LOCAXION IVS,39993775,Visio Plan 2 - Visio Plan 2 - cycleCharge 2/1/2023-2/28/2023  February   ,94.4,75.52,1,1.00,25.00,94.40,94.40,18.88
ECO-LOCAXION IVS,39993775,Office 365 E3 - Office 365 E3 - cycleCharge 2/1/2023-2/28/2023  February   ,336.8,134.72,1,2.00,25.00,168.40,336.80,67.36
ECO-LOCAXION IVS,39993775,Project Plan 3 - Project Plan 3 - cycleCharge 2/1/2023-2/28/2023  February   ,188.8,151.04,1,1.00,25.00,188.80,188.80,37.76
Nordic Bioscience,30799968,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/28/2023-3/27/2023  February   ,11772.5,110.8,1,85.00,25.00,138.50,11772.50,2354.50
Nordic Bioscience,30799968,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/28/2023-3/27/2023  February   ,126,20.16,1,5.00,25.00,25.20,126.00,25.20
Nordic Bioscience,30799968,Power BI Pro - Power BI Pro - renew 2/28/2023-3/27/2023  February   ,440.3,50.32,1,7.00,25.00,62.90,440.30,88.06
Nordic Bioscience,30799968,Exchange Online (Plan 2) - Exchange Online (Plan 2) - renew  2/28/2023-3/27/2023  February   ,150.9,40.24,1,3.00,25.00,50.30,150.90,30.18
Nordic Bioscience,30799968,Visio Plan 2 - Visio Plan 2 - renew 2/28/2023-3/27/2023  February   ,1510.4,75.52,1,16.00,25.00,94.40,1510.40,302.08
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - addQuantity  2/22/2023-2/27/2023  February   ,173.6,94.4,1,8.00,11,19.27,154.16,15.28
Nordic Bioscience,30799968,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - renew  2/28/2023-3/27/2023  February   ,1688.4,10.08,1,134.00,25.00,12.60,1688.40,337.68
Nordic Bioscience,30799968,Enterprise Mobility + Security E5 - Enterprise Mobility + Security E5 - renew  2/28/2023-3/27/2023  February   ,207,82.8,1,2.00,25.00,103.50,207.00,41.40
Nordic Bioscience,30799968,Project Online Essentials - Project Online Essentials - renew  2/28/2023-3/27/2023  February   ,44.1,35.28,1,1.00,25.00,44.10,44.10,8.82
Nordic Bioscience,30799968,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - renew  2/28/2023-3/27/2023  February   ,0,0,1,5.00,25.00,0.00,0.00,0.00
Nordic Bioscience,30799968,Microsoft 365 Audio Conferencing - Microsoft 365 Audio Conferencing - renew  2/28/2023-3/27/2023  February   ,588.9,15.7,1,30.00,25.00,19.63,588.75,117.75
Nordic Bioscience,30799968,Azure Active Directory Premium P1 - Azure Active Directory Premium P1 - renew  2/3/2023-3/2/2023  February   ,45.36,36.29,1,1.00,11,40.28,40.28,3.99
Nordic Bioscience,30799968,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - renew  2/28/2023-3/27/2023  February   ,944,94.4,1,8.00,11,104.78,838.27,83.07
Nordic Bioscience,30799968,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  2/28/2023-3/27/2023  February   ,1810.8,40.24,1,36.00,11,44.67,1607.99,159.35
Nordic Bioscience,30799968,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - cancelImmediate  3/1/2023-3/27/2023  February   ,-944,94.4,1,8.00,11,-104.78,-838.27,-83.07
Nordic Bioscience,30799968,Microsoft Teams Shared Devices - Microsoft Teams Shared Devices - renew  2/28/2023-3/27/2023  February   ,704.2,40.24,1,14.00,25.00,50.30,704.20,140.84
Nordic Bioscience,30799968,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  2/28/2023-3/27/2023  February   ,10939.3,62.96,1,139.00,25.00,78.70,10939.30,2187.86
Nordic Bioscience,30799968,Microsoft 365 E3 - Microsoft 365 E3 - renew 2/28/2023-3/27/2023  February   ,2636,210.88,1,10.00,25.00,263.60,2636.00,527.20
Nordic Bioscience,30799968,Microsoft 365 E5 - Microsoft 365 E5 - renew 2/28/2023-3/27/2023  February   ,802.2,320.88,1,2.00,25.00,401.10,802.20,160.44
Nordic Bioscience,30799968,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - addQuantity  2/22/2023-2/27/2023  February   ,-151.9,94.4,1,7.00,11,-19.27,-134.89,-13.37
Grønbech & Sønner,12069502,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - renew  2/28/2023-3/27/2023  February   ,118,94.4,1,1.00,25.00,118.00,118.00,23.60
Grønbech & Sønner,12069502,Exchange Online Kiosk - Exchange Online Kiosk - renew  2/28/2023-3/27/2023  February   ,12.6,10.08,1,1.00,25.00,12.60,12.60,2.52
Grønbech & Sønner,12069502,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  2/28/2023-3/27/2023  February   ,4376.1,40.24,1,87.00,25.00,50.30,4376.10,875.22
Grønbech & Sønner,12069502,Power BI Pro - Power BI Pro - renew 2/28/2023-3/27/2023  February   ,1006.4,50.32,1,16.00,25.00,62.90,1006.40,201.28
Grønbech & Sønner,12069502,Visio Plan 2 - Visio Plan 2 - renew 2/28/2023-3/27/2023  February   ,566.4,75.52,1,6.00,25.00,94.40,566.40,113.28
Grønbech & Sønner,12069502,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/28/2023-3/27/2023  February   ,27007.5,110.8,1,195.00,25.00,138.50,27007.50,5401.50
Grønbech & Sønner,12069502,Office 365 E3 - Office 365 E3 - renew 2/28/2023-3/27/2023  February   ,168.4,134.72,1,1.00,25.00,168.40,168.40,33.68
Grønbech & Sønner,12069502,Microsoft 365 F1 - Microsoft 365 F1 - renew 2/28/2023-3/27/2023  February   ,14.2,11.36,1,1.00,25.00,14.20,14.20,2.84
Grønbech & Sønner,12069502,Exchange Online (Plan 2) - Exchange Online (Plan 2) - renew  2/28/2023-3/27/2023  February   ,50.3,40.24,1,1.00,25.00,50.30,50.30,10.06
AVS Danmark,79293210,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/28/2023-3/27/2023  February   ,100.8,20.16,1,4.00,25.00,25.20,100.80,20.16
AVS Danmark,79293210,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/28/2023-3/27/2023  February   ,100.8,20.16,1,4.00,25.00,25.20,100.80,20.16
AVS Danmark,79293210,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  2/28/2023-3/27/2023  February   ,94.44,75.55,1,1.00,25.00,94.44,94.44,18.89
AVS Danmark,79293210,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - renew  2/28/2023-3/27/2023  February   ,277.2,10.08,1,22.00,25.00,12.60,277.20,55.44
AVS Danmark,79293210,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  2/28/2023-3/27/2023  February   ,1337.9,62.96,1,17.00,25.00,78.70,1337.90,267.58
AVS Danmark,79293210,Microsoft 365 Business Basic - Microsoft 365 Business Basic - renew  2/28/2023-3/27/2023  February   ,37.8,30.24,1,1.00,25.00,37.80,37.80,7.56
AVS Danmark,79293210,Office 365 E3 - Office 365 E3 - renew 2/28/2023-3/27/2023  February   ,168.4,134.72,1,1.00,25.00,168.40,168.40,33.68
AVS Danmark,79293210,VPN Gateway - VPN Gateway-VpnGw1  - new ,930.8,0.19,6.86185,672.00,22.00,1.35,908.54,163.90
AVS Danmark,79293210,Filer - Filer - LRS - new ,2.14,0.06,6.86185,5.00,22.00,0.43,2.13,0.42
AVS Danmark,79293210,Tables - Tables - LRS - new ,0,0.00036,6.86185,0.82,22.00,0.00,0.00,0.00
AVS Danmark,79293210,Backup - Backup-Standard -Det vestlige Europa - ,444.64,0.0448,6.86185,1361.44,22.00,0.32,434.01,78.30
AVS Danmark,79293210,Backup - Backup-Server i det lokale miljø -Det ,65.79,10,6.86185,0.90,22.00,71.16,64.27,11.64
AVS Danmark,79293210,Tables - Tables - LRS - new ,0,0.045,6.86185,0.01,22.00,0.32,0.00,0.00
AVS Danmark,79293210,Backup - Backup-Azure VM -Det nordlige Europa - ,65.79,10,6.86185,0.90,22.00,71.16,64.27,11.64
AVS Danmark,79293210,Blob Storage - Blob Storage - Varm LRS - Det ,0,0.0043,6.86185,0.02,22.00,0.03,0.00,0.00
AVS Danmark,79293210,Premium-filer - Premium-filer - LRS - Det vestlige ,139.98,0.192,6.86185,100.00,22.00,1.37,136.62,24.64
AVS Danmark,79293210,Backup - Backup-Standard -Det nordlige Europa - ,16.73,0.0448,6.86185,51.22,22.00,0.32,16.33,2.95
AVS Danmark,79293210,Generel blok-blob - Generel blok-blob - LRS - new ,0,0.00036,6.86185,0.02,22.00,0.00,0.00,0.00
INTERN A/S,20284072,Office 365 F3 - Office 365 F3 - renew 2/28/2023-3/27/2023  February   ,277.2,20.16,1,11.00,25.00,25.20,277.20,55.44
INTERN A/S,20284072,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/28/2023-3/27/2023  February   ,1939,110.8,1,14.00,25.00,138.50,1939.00,387.80
INTERN A/S,20284072,Project Plan 3 - Project Plan 3 - renew 2/28/2023-3/27/2023  February   ,1510.4,151.04,1,8.00,25.00,188.80,1510.40,302.08
INTERN A/S,20284072,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/28/2023-3/27/2023  February   ,25.2,20.16,1,1.00,25.00,25.20,25.20,5.04
INTERN A/S,20284072,Microsoft 365 Business Basic - Microsoft 365 Business Basic - renew  2/1/2023-2/28/2023  February   ,136.08,36.29,1,3.00,25.00,45.36,136.09,27.22
BP&CoHolding,78426918,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  2/24/2023-2/23/2024  February   ,1888.8,755.52,1,2.00,25.00,944.40,1888.80,377.76
BP&CoHolding,78426918,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/24/2023-2/23/2024  February   ,302.4,241.92,1,1.00,25.00,302.40,302.40,60.48
BLS Capital Management,31179580,Power Automate unattended RPA add-on - Power Automate unattended RPA add-on - renew  2/1/2023-2/28/2023  February   ,1062,849.6,1,1.00,25.0,1062.00,1062.00,212.40
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  2/6/2023-2/27/2023  February   ,6160.44,210.88,1,39.00,25.0,157.96,6160.54,1232.11
BLS Capital Management,31179580,Microsoft 365 Audio Conferencing - Microsoft 365 Audio Conferencing - renew  2/28/2023-3/27/2023  February   ,628.16,15.7,1,32.00,25.00,19.63,628.00,125.60
BLS Capital Management,31179580,Microsoft 365 E3 - Microsoft 365 E3 - renew 2/28/2023-3/27/2023  February   ,10280.4,210.88,1,39.00,25.00,263.60,10280.40,2056.08
BLS Capital Management,31179580,Microsoft Teams Rooms Pro - Microsoft Teams Rooms Pro - renew  2/28/2023-3/27/2023  February   ,251.7,201.36,1,1.00,25.00,251.70,251.70,50.34
BLS Capital Management,31179580,Dynamics 365 Sales Enterprise - Dynamics 365 Sales Enterprise Edition - renew  2/28/2023-3/27/2023  February   ,560.54,448.43,1,1.00,25.00,560.54,560.54,112.11
BLS Capital Management,31179580,Power Automate per user plan - Power Automate per user plan - renew  2/28/2023-3/27/2023  February   ,106.2,84.96,1,1.00,25.00,106.20,106.20,21.24
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  2/18/2023-3/17/2023  February   ,466.2,10.08,1,37.00,25.00,12.60,466.20,93.24
BLS Capital Management,31179580,Exchange Online (Plan 2) - Exchange Online (Plan 2) - renew  2/28/2023-3/27/2023  February   ,704.2,40.24,1,14.00,25.00,50.30,704.20,140.84
BLS Capital Management,31179580,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - renew  2/28/2023-3/27/2023  February   ,0,0,1,10.00,25.00,0.00,0.00,0.00
BLS Capital Management,31179580,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  2/28/2023-3/27/2023  February   ,1408.4,40.24,1,28.00,25.0,50.30,1408.40,281.68
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  2/6/2023-2/17/2023  February   ,180.56,10.08,1,37.00,25.00,4.88,180.38,36.08
BLS Capital Management,31179580,Power Automate per user with attended RPA plan - Power Automate per user with attended RPA plan - renew  2/1/2023-2/28/2023  February   ,283.16,226.53,1,1.00,25.0,283.16,283.16,56.63
BLS Capital Management,31179580,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - renew  2/28/2023-3/27/2023  February   ,302,60.4,1,4.00,25.00,75.50,302.00,60.40
BLS Capital Management,31179580,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - addQuantity  2/6/2023-2/17/2023  February   ,-175.32,10.08,1,36.00,25.0,-4.88,-175.50,-35.10
BLS Capital Management,31179580,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  2/6/2023-2/27/2023  February   ,-6002.48,210.88,1,38.00,25.0,-157.96,-6002.58,-1200.52
BLS Capital Management,31179580,Tables - Tables - LRS - new ,0,0.045,6.86185,0.01,55.00,0.41,0.00,0.00
BLS Capital Management,31179580,Storage - Bandwidth - Storage - Bandwidth - ,0,0,6.86185,0.06,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,0,0.00054,6.86185,8.06,55.00,0.00,0.04,0.04
BLS Capital Management,31179580,Tables - Tables - RA-GRS - new ,0,0.075,6.86185,0.01,55.00,0.68,0.01,0.01
BLS Capital Management,31179580,Network Watcher - Network Watcher - new ,0,0.5,6.86185,0.25,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,0,0.00054,6.86185,4.03,55.00,0.00,0.02,0.02
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,6,0.054,6.86185,15.32,55.00,0.49,7.48,2.68
BLS Capital Management,31179580,IP Addresses - IP Addresses - Standard IPv4 - new ,48.98,0.005,6.86185,1344.00,55.00,0.05,60.75,21.57
BLS Capital Management,31179580,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.02,6.86185,0.45,55.00,0.18,0.08,0.08
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,2.23,0.0043,6.86185,71.98,55.00,0.04,2.80,1.02
BLS Capital Management,31179580,Standard Page Blob v2 - Standard Page Blob v2 - ,0.68,0.075,6.86185,1.38,55.00,0.68,0.94,0.40
BLS Capital Management,31179580,Backup - Backup - On Premises Server - EU West - ,65.79,10,6.86185,0.90,55.00,90.40,81.66,29.03
BLS Capital Management,31179580,IP Addresses - IP Addresses - Basic IPv4 - new ,35.25,0.0036,6.86185,1344.00,55.00,0.03,43.74,15.54
BLS Capital Management,31179580,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,6.86185,0.35,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Backup - Backup - Standard - EU West - new ,126.85,0.0448,6.86185,388.43,55.00,0.41,157.32,55.84
BLS Capital Management,31179580,Premium SSD Managed Disks - Premium SSD Managed ,81.83,11.2272,6.86185,1.00,55.00,101.50,101.49,36.03
BLS Capital Management,31179580,Tables - Tables - GRS - new ,0,0.00036,6.86185,0.81,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Service Bus - Service Bus - Standard - new ,14.75,0.013441,6.86185,151.00,55.00,0.12,18.35,6.55
BLS Capital Management,31179580,Standard HDD Managed Disks - Standard HDD Managed ,11.15,1.536,6.86185,1.00,55.00,13.89,13.89,4.97
BLS Capital Management,31179580,Storage - Bandwidth - Storage - Bandwidth - ,3.34,0.02,6.86185,23.11,55.00,0.18,4.18,1.51
BLS Capital Management,31179580,Files - Files - LRS - new ,2.14,0.06,6.86185,5.00,55.00,0.54,2.71,1.00
BLS Capital Management,31179580,Service Bus - Service Bus - Standard - new ,0,0.8,6.86185,0.00,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.99,6.86185,0.15,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Virtual Machines Dv2 Series Windows - Virtual ,2606.21,0.266,6.86185,1343.90,55.00,2.40,3231.77,1146.80
BLS Capital Management,31179580,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.05,6.86185,0.03,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,0.94,0.0196,6.86185,6.67,55.00,0.18,1.18,0.43
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,1.11,0.054,6.86185,2.91,55.00,0.49,1.42,0.53
BLS Capital Management,31179580,Standard HDD Managed Disks - Standard HDD Managed ,0.51,0.0005,6.86185,145.39,55.00,0.00,0.66,0.25
BLS Capital Management,31179580,Virtual Machines BS Series - Virtual Machines BS ,235.1,0.048,6.86185,671.97,55.00,0.43,291.60,103.52
BLS Capital Management,31179580,Tables - Tables - LRS - new ,0,0.00036,6.86185,0.83,55.00,0.00,0.00,0.00
BLS Capital Management,31179580,Azure Active Directory Domain Services - Azure ,734.64,0.15,6.86185,671.81,55.00,1.36,911.03,323.32
BLS Capital Management,31179580,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.0043,6.86185,0.06,55.00,0.04,0.00,0.00
BLS Capital Management,31179580,Key Vault - Key Vault - Premium - new ,0,0.03,6.86185,0.01,55.00,0.27,0.00,0.00
BLS Capital Management,31179580,Premium SSD Managed Disks - Premium SSD Managed ,316.06,21.68,6.86185,2.00,55.00,196.00,391.97,139.12
Bendix Transport,18236133,Enterprise Mobility + Security E3 - Enterprise Mobility + Security E3 - renew  2/28/2023-3/27/2023  February   ,2726.5,53.2,1,41.00,25.00,66.50,2726.50,545.30
Bendix Transport,18236133,Office 365 E3 - Office 365 E3 - renew 2/28/2023-3/27/2023  February   ,6904.4,134.72,1,41.00,25.00,168.40,6904.40,1380.88
Bendix Transport,18236133,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/28/2023-3/27/2023  February   ,100.8,20.16,1,4.00,25.00,25.20,100.80,20.16
Eco-Locaxion,43676911,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  2/28/2023-3/29/2023  February   ,12.6,10.08,1,1.00,25.00,12.60,12.60,2.52
Eco-Locaxion,43676911,Microsoft 365 E3 - Microsoft 365 E3 - cycleCharge 2/28/2023-3/29/2023  February   ,263.6,210.88,1,1.00,25.00,263.60,263.60,52.72
viks,27260551,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  2/25/2023-3/24/2023  February   ,188.88,75.55,1,2.00,25.00,94.44,188.88,37.78
Delfi Technologies A/S,12552688,Microsoft 365 E3 - Microsoft 365 E3 - renew 2/23/2023-3/22/2023  February   ,1581.6,210.88,1,6.00,6.25,224.06,1344.36,79.08
Delfi Technologies A/S,12552688,Power BI Pro - Power BI Pro - renew 2/23/2023-3/22/2023  February   ,314.5,50.32,1,5.00,6.25,53.47,267.33,15.73
Delfi Technologies A/S,12552688,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/24/2023-3/23/2023  February   ,17728,110.8,1,128.00,6.25,117.73,15068.80,886.40
Delfi Technologies A/S,12552688,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/23/2023-3/22/2023  February   ,25.2,20.16,1,1.00,6.25,21.42,21.42,1.26
Delfi Technologies A/S,12552688,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/23/2023-3/22/2023  February   ,1662,132.96,1,10.00,6.25,141.27,1412.70,83.10
Klinik Socius,41740604,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  2/24/2023-3/23/2023  February   ,2354.5,110.8,1,17.00,25.00,138.50,2354.50,470.90
Personalegruppen A/S,28706650,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/28/2023-3/27/2023  February   ,30.24,24.19,1,1.00,25.00,30.24,30.24,6.05
Personalegruppen A/S,28706650,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  2/21/2023-3/20/2023  February   ,4986,110.8,1,36.00,25.00,138.50,4986.00,997.20
make Rehab A/S,42102806,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/28/2023-3/27/2023  February   ,692.5,110.8,1,5.00,25.00,138.50,692.50,138.50
PrimeAssurance AS,35513930,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/28/2023-3/27/2023  February   ,692.5,110.8,1,5.00,25.00,138.50,692.50,138.50
PrimeAssurance AS,35513930,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  2/28/2023-3/27/2023  February   ,78.7,62.96,1,1.00,25.00,78.70,78.70,15.74
GoWingu ApS,99999001,Virtual Machines BS Series - Reserved VM Instance; ,113.13,13.19,6.86185,1.00,0.00,90.51,90.51,0.01
GoWingu ApS,99999001,Azure App Service Free Plan - Azure App Service ,0,0,6.86185,8.97,0.00,0.00,0.00,0.00
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,0,0.00036,6.86185,0.03,0.00,0.00,0.00,0.00
GoWingu ApS,99999001,Azure Database for MySQL Single Server Basic - ,7.2,0.11,6.86185,9.03,0.00,0.64,5.79,0.03
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,0,0.00036,6.86185,0.01,0.00,0.00,0.00,0.00
GoWingu ApS,99999001,Azure Database for MySQL Single Server - Backup ,24.1,0.11,6.86185,30.11,0.00,0.64,19.32,0.04
GoWingu ApS,99999001,Virtual Machines RI - Virtual Machines RI - new ,0,0,6.86185,672.00,0.00,0.00,0.00,0.00
GoWingu ApS,99999001,SQL Database Single Standard - SQL Database Single ,197.53,0.4839,6.86185,56.00,0.00,2.82,158.05,0.03
GoWingu ApS,99999001,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.02,6.86185,0.02,0.00,0.12,0.00,0.00
GoWingu ApS,99999001,Standard HDD Managed Disks - Standard HDD Managed ,1.63,0.0005,6.86185,468.66,0.00,0.00,1.37,0.07
GoWingu ApS,99999001,Azure App Service Free Plan - Azure App Service ,0,0,6.86185,10.00,0.00,0.00,0.00,0.00
GoWingu ApS,99999001,Azure App Service Premium v2 Plan - Azure App ,979.86,0.2,6.86185,672.00,0.00,1.17,783.90,0.01
GoWingu ApS,99999001,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,6.86185,49.96,0.00,0.00,0.00,0.00
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,0,0.00036,6.86185,1.92,0.00,0.00,0.00,0.00
GoWingu ApS,99999001,SQL Database - LTR Backup Storage - SQL Database - ,0.16,0.055,6.86185,0.56,0.00,0.32,0.18,0.05
GoWingu ApS,99999001,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.05,6.86185,0.03,0.00,0.00,0.00,0.00
