Customer,CustomerNo,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
GoWingu ApS,99999001,Network Watcher - Network Watcher - new ,0,0.001,6.86185,1.00,0.00,0.00,0.00,0.00
GoWingu ApS,99999001,General Block Blob - General Block Blob - LRS - ,151.55,0.024,6.86185,866.41,0.00,0.14,121.28,0.04
GoWingu ApS,99999001,Tables - Tables - LRS - new ,0,0.045,6.86185,0.00,0.00,0.26,0.00,0.00
GoWingu ApS,99999001,Tables - Tables - LRS - new ,0,0.00036,6.86185,0.41,0.00,0.00,0.00,0.00
GoWingu ApS,99999001,Azure Database for MySQL Single Server Basic - ,178.31,0.0364,6.86185,672.00,0.00,0.21,142.67,0.02
GoWingu ApS,99999001,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.76,6.86185,0.47,0.00,0.00,0.00,0.00
GoWingu ApS,99999001,Standard HDD Managed Disks - Standard HDD Managed ,42.88,5.888,6.86185,1.00,0.00,34.34,34.34,0.04
GoWingu ApS,99999001,Windows Server Burst - Windows Server Burst - 2 ,39.11,0.008,6.86185,672.00,0.00,0.05,31.36,0.07
GoWingu ApS,99999001,IP Addresses - IP Addresses - Standard IPv4 - new ,24.44,0.005,6.86185,672.00,0.00,0.03,19.60,0.05
New Co,99999002,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  2/21/2023-3/20/2023  February   ,181.08,48.29,1,3.00,25.00,60.36,181.09,36.22
New Co,99999002,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - renew  2/21/2023-3/20/2023  February   ,0,0,1,25.00,25.00,0.00,0.00,0.00
New Co,99999002,Azure App Service Free Plan - Linux - Azure App ,0,0,6.86185,0.90,0.00,0.00,0.00,0.00
New Co,99999002,Geographic Numbers - Geographic Numbers - DK - US ,41.76,0.82,6.86185,7.00,0.00,4.78,33.48,0.07
New Co,99999002,Files - Files - LRS - new ,0,0.0015,6.86185,1.34,0.00,0.01,0.01,0.01
New Co,99999002,Tables - Tables - LRS - new ,0,0.00036,6.86185,3.27,0.00,0.00,0.01,0.01
New Co,99999002,Tables - Tables - LRS - new ,0,0.00036,6.86185,0.00,0.00,0.00,0.00,0.00
New Co,99999002,General Block Blob - General Block Blob - LRS - ,0,0.024,6.86185,0.01,0.00,0.14,0.00,0.00
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,34.65,0.1265,6.86185,37.57,0.00,0.74,27.72,0.00
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.0043,6.86185,0.03,0.00,0.03,0.00,0.00
New Co,99999002,General Block Blob - General Block Blob - LRS - ,0,0.00036,6.86185,0.02,0.00,0.00,0.00,0.00
New Co,99999002,Files - Files - LRS - new ,4.36,0.06,6.86185,10.01,0.00,0.35,3.50,0.01
New Co,99999002,Azure App Service Free Plan - Azure App Service ,0,0,6.86185,4.52,0.00,0.00,0.00,0.00
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,979.53,0.099966,6.86185,1344.00,0.00,0.58,783.63,0.01
New Co,99999002,Service Bus - Service Bus - Standard - new ,0,0.8,6.86185,0.00,0.00,0.00,0.00,0.00
New Co,99999002,Azure App Service Basic Plan - Linux - Azure App ,88.16,0.018,6.86185,672.00,0.00,0.10,70.55,0.02
New Co,99999002,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,6.86185,0.02,0.00,0.00,0.00,0.00
New Co,99999002,Files - Files - LRS - new ,0,0.015,6.86185,0.61,0.00,0.09,0.05,0.05
New Co,99999002,Tables - Tables - LRS - new ,0,0.045,6.86185,0.03,0.00,0.26,0.01,0.01
New Co,99999002,Files - Files - LRS - new ,0,0.0015,6.86185,0.12,0.00,0.01,0.00,0.00
New Co,99999002,Service Bus - Service Bus - Hybrid Connections - ,65.61,0.0134,6.86185,671.83,0.00,0.08,52.51,0.02
New Co,99999002,Azure App Service Standard Plan - Azure App ,979.86,0.1,6.86185,1344.00,0.00,0.58,783.90,0.01
New Co,99999002,SQL Database Single/Elastic Pool General Purpose - ,1521.35,0.155261,6.86185,1344.00,0.00,0.91,1217.09,0.01
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU North - ,0,0.022,6.86185,0.01,0.00,0.13,0.00,0.00
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - EU North - ,0,0.004,6.86185,0.05,0.00,0.02,0.00,0.00
New Co,99999002,Blob Storage - Blob Storage - Hot LRS - US East - ,0,0.004,6.86185,0.04,0.00,0.02,0.00,0.00
Mads & Vitus,28689942,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  2/23/2023-3/22/2023  February   ,393.5,62.96,1,5.00,25.00,78.70,393.50,78.70
Mads & Vitus,28689942,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  2/23/2023-3/22/2023  February   ,201.2,40.24,1,4.00,25.00,50.30,201.20,40.24
Langvad Arkitekter,77213813,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/28/2023-3/27/2023  February   ,50.4,20.16,1,2.00,25.00,25.20,50.40,10.08
Langvad Arkitekter,77213813,Project Plan 3 - Project Plan 3 - renew 2/28/2023-3/27/2023  February   ,188.8,151.04,1,1.00,25.00,188.80,188.80,37.76
Langvad Arkitekter,77213813,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/28/2023-2/28/2023  February   ,4.95,110.8,1,1.00,25.00,4.95,4.95,0.99
Betterways,43271237,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  2/22/2023-2/21/2024  February   ,1888.8,755.52,1,2.00,25.00,944.40,1888.80,377.76
Betterways,43271237,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  2/22/2023-2/21/2024  February   ,302.4,241.92,1,1.00,25.00,302.40,302.40,60.48
RackpeopleTest,99999005,Modern Work SMB Promo - Microsoft Teams Essentials (AAD Identity) - Microsoft Teams Essentials (AAD Identity) - cycleCharge  2/12/2023-3/11/2023  February   ,56.7,20.16,1,3.00,25.00,18.90,56.70,11.34
adapterdevelopment,31590639,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  2/23/2023-2/22/2024  February   ,1662,1329.6,1,1.00,25.00,1662.00,1662.00,332.40
ZINCKTWICE S.M.B.A.,32365361,Microsoft 365 Business Standard - Microsoft 365 Business Standard - cycleCharge  2/1/2023-2/28/2023  February   ,393.5,62.96,1,5.00,25.00,78.70,393.50,78.70
Tal Digital,43630962,Microsoft 365 Business Premium - Microsoft 365 Business Premium - new  2/16/2023-2/28/2023  February   ,64.3,110.8,1,1.00,25.00,64.30,64.30,12.86
CTGlobal,25188462,Azure Pipelines - Azure Pipelines - ,790.14,40,6.86185,2.71,8.00,251.97,682.75,50.64
CTGlobal,25188462,Logic Apps - Logic Apps - Consumption - new ,0,0.000025,6.86185,8.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Azure Monitor - Azure Monitor - Emails - new ,0,0.00002,6.86185,16.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Standard HDD Managed Disks - Standard HDD Managed ,11.15,1.536,6.86185,1.00,8.00,9.68,9.67,0.75
CTGlobal,25188462,SignalR - SignalR - new ,0,0,6.86185,56.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Standard HDD Managed Disks - Standard HDD Managed ,42.88,5.888,6.86185,1.00,8.00,37.09,37.09,2.79
CTGlobal,25188462,SQL Database Single Standard - SQL Database Single ,296.34,0.4839,6.86185,84.00,8.00,3.05,256.05,18.98
CTGlobal,25188462,SQL Database Single Standard - SQL Database Single ,988.01,2.42,6.86185,56.00,8.00,15.24,853.66,63.25
CTGlobal,25188462,Azure App Service SSL Certificates - Azure App ,1020.53,69.99,6.86185,2.00,8.00,440.88,881.76,65.34
CTGlobal,25188462,General Block Blob - General Block Blob - LRS - ,0,0.024,6.86185,0.04,8.00,0.15,0.01,0.01
CTGlobal,25188462,Logic Apps - Logic Apps - Consumption - new ,36.36,0.000125,6.86185,39913.00,8.00,0.00,31.43,2.34
CTGlobal,25188462,General Block Blob - General Block Blob - LRS - ,0,0.00036,6.86185,0.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Traffic Manager - Traffic Manager - Traffic View - ,0.85,2,6.86185,0.06,8.00,12.60,0.77,0.09
CTGlobal,25188462,Process Automation - Process Automation - Basic - ,0,0.002,6.86185,68.37,8.00,0.00,0.00,0.00
CTGlobal,25188462,Azure Repos and Boards (Basic) - Azure Repos and ,39.45,6,6.86185,0.90,8.00,37.80,34.14,2.58
CTGlobal,25188462,SQL Database - LTR Backup Storage - SQL Database - ,26.15,0.0595,6.86185,60.39,8.00,0.37,22.63,1.71
CTGlobal,25188462,Rtn Preference: MGN - Rtn Preference: MGN - new ,116.99,0.087,6.86185,184.52,8.00,0.55,101.12,7.53
CTGlobal,25188462,Azure App Service Standard Plan - Azure App ,1469.8,0.1,6.86185,2016.00,8.00,0.63,1269.91,94.07
CTGlobal,25188462,Log Analytics - Log Analytics - Pay-as-you-go - EU ,596.46,2.99,6.86185,27.36,8.00,18.83,515.40,38.23
CTGlobal,25188462,Azure App Service Shared Plan - Azure App Service ,63.64,0.013,6.86185,672.00,8.00,0.08,55.03,4.12
CTGlobal,25188462,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.76,6.86185,0.47,8.00,0.00,0.00,0.00
CTGlobal,25188462,Tables - Tables - GRS - new ,0,0.00036,6.86185,0.81,8.00,0.00,0.00,0.00
CTGlobal,25188462,Key Vault - Key Vault - Premium - new ,0,0.03,6.86185,0.02,8.00,0.19,0.00,0.00
CTGlobal,25188462,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.0043,6.86185,0.06,8.00,0.03,0.00,0.00
CTGlobal,25188462,Blob Storage - Blob Storage - Hot LRS - EU West - ,3.6,0.0196,6.86185,25.34,8.00,0.12,3.13,0.25
CTGlobal,25188462,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.054,6.86185,0.00,8.00,0.34,0.00,0.00
CTGlobal,25188462,Azure App Service Premium v2 Plan - Azure App ,11038.4,0.8,6.86185,1892.56,8.00,5.04,9537.24,706.52
CTGlobal,25188462,Azure Monitor - Azure Monitor - Alerts - new ,4.54,0.1,6.86185,6.33,8.00,0.63,3.99,0.36
CTGlobal,25188462,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.054,6.86185,0.00,8.00,0.34,0.00,0.00
CTGlobal,25188462,Tables - Tables - LRS - new ,0,0.00036,6.86185,2.46,8.00,0.00,0.01,0.01
CTGlobal,25188462,Azure App Service Free Plan - Azure App Service ,0,0,6.86185,10.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,6.86185,100.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Tables - Tables - RA-GRS - new ,0,0.075,6.86185,0.01,8.00,0.47,0.00,0.00
CTGlobal,25188462,Azure DNS - Azure DNS - Public - new ,4.29,0.5,6.86185,1.19,8.00,3.15,3.76,0.33
CTGlobal,25188462,Standard HDD Managed Disks - Standard HDD Managed ,298.58,40.96,6.86185,1.00,8.00,258.01,258.00,19.14
CTGlobal,25188462,Tables - Tables - LRS - new ,67.93,0.045,6.86185,207.22,8.00,0.28,58.74,4.40
CTGlobal,25188462,SQL Database Single Standard - SQL Database Single ,987.76,4.8387,6.86185,28.00,8.00,30.48,853.44,63.23
CTGlobal,25188462,Traffic Manager - Traffic Manager - Azure Endpoint ,0.25,0.54,6.86185,0.07,8.00,3.40,0.23,0.03
CTGlobal,25188462,SignalR - SignalR - new ,985.95,1.61,6.86185,84.00,8.00,10.14,851.90,63.14
CTGlobal,25188462,Log Analytics - Log Analytics - Pay-as-you-go - EU ,0,2.99,6.86185,5.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Queues - Queues - LRS - new ,0,0.00036,6.86185,0.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Azure Monitor - Azure Monitor - Alerts - new ,0,0.1,6.86185,10.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,General Block Blob - General Block Blob - LRS - ,0,0.00036,6.86185,0.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Logic Apps - Logic Apps - Consumption - new ,0.16,0.12,6.86185,0.28,8.00,0.76,0.21,0.08
CTGlobal,25188462,General Block Blob - General Block Blob - LRS - ,0,0.00036,6.86185,0.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Files - Files - LRS - new ,2.14,0.06,6.86185,5.00,8.00,0.38,1.89,0.18
CTGlobal,25188462,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0,6.86185,0.00,8.00,0.00,0.00,0.00
CTGlobal,25188462,Azure App Service Free Plan - Azure App Service ,0,0,6.86185,19.27,8.00,0.00,0.00,0.00
CTGlobal,25188462,Blob Storage - Blob Storage - Hot LRS - EU West - ,0,0.0043,6.86185,0.04,8.00,0.03,0.00,0.00
CTGlobal,25188462,Storage - Bandwidth - Storage - Bandwidth - ,0,0,6.86185,0.04,8.00,0.00,0.00,0.00
CTGlobal,25188462,Bandwidth Inter-Region - Bandwidth Inter-Region - ,0,0.02,6.86185,0.00,8.00,0.13,0.00,0.00
CTGlobal,25188462,General Block Blob - General Block Blob - LRS - ,0,0.00036,6.86185,20.20,8.00,0.00,0.05,0.05
CTGlobal,25188462,Microsoft Defender for SQL - Microsoft Defender ,98.71,15,6.86185,0.90,8.00,94.49,85.34,6.37
CTGlobal,25188462,Traffic Manager - Traffic Manager - Azure Endpoint ,4.71,0.36,6.86185,1.81,8.00,2.27,4.10,0.33
Skypecall.me,99999004,Tables - Tables - LRS - new ,0,0.00036,6.86185,1.23,0.00,0.00,0.00,0.00
Skypecall.me,99999004,Azure App Service Standard Plan - Linux - Azure ,465.4,0.095,6.86185,672.00,0.00,0.55,372.35,0.03
Skypecall.me,99999004,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0,6.86185,0.00,0.00,0.00,0.00,0.00
Skypecall.me,99999004,Tables - Tables - LRS - new ,0,0.045,6.86185,0.01,0.00,0.26,0.00,0.00
Skypecall.me,99999004,Voice and Video Calling - Voice and Video Calling ,0,0.004,6.86185,2.17,0.00,0.02,0.05,0.05
Skypecall.me,99999004,Blob Storage - Blob Storage - Hot LRS - EU North - ,0,0.004,6.86185,0.05,0.00,0.02,0.00,0.00
Skypecall.me,99999004,Blob Storage - Blob Storage - Hot LRS - EU North - ,0,0.004,6.86185,0.00,0.00,0.02,0.00,0.00
Skypecall.me,99999004,Rtn Preference: MGN - Rtn Preference: MGN - new ,0,0.087,6.86185,0.01,0.00,0.00,0.00,0.00
Skypecall.me,99999004,Blob Storage - Blob Storage - Hot LRS - EU North - ,0,0.022,6.86185,0.01,0.00,0.13,0.00,0.00
Skypecall.me,99999004,Azure App Service Free Plan - Linux - Azure App ,0,0,6.86185,2.71,0.00,0.00,0.00,0.00
