Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
AVS Danmark,Filer - Filer - LRS - new 7/1/2022-7/31/2022  July   ,2.2,0.06,7.07505,4.99,22.00,0.44,2.20,0.44
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  7/1/2022-7/31/2022  July   ,22.01,0.05,7.07505,58.80,22.00,0.37,21.57,3.96
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  7/1/2022-7/31/2022  July   ,1.76,0.004,7.07505,59.46,22.00,0.03,1.74,0.33
AVS Danmark,Backup - Backup-Azure VM -Det nordlige Europa - new  7/1/2022-7/31/2022  July   ,75.08,10,7.07505,1.00,22.00,73.37,73.37,13.31
AVS Danmark,VPN Gateway - VPN Gateway-VpnGw1  - new 7/1/2022-7/31/2022  July   ,1062.58,0.19,7.07505,744.00,22.00,1.39,1037.13,187.07
AVS Danmark,Backup - Backup-Server i det lokale miljø -Det vestlige Europa - new  7/1/2022-7/31/2022  July   ,75.08,10,7.07505,1.00,22.00,73.37,73.37,13.31
AVS Danmark,Backup - Backup-Standard -Det vestlige Europa - new  7/1/2022-7/31/2022  July   ,493.93,0.0448,7.07505,1466.66,22.00,0.33,482.07,86.93
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det vestlige Europa - new  7/1/2022-7/31/2022  July   ,0,0.0043,7.07505,0.00,22.00,0.03,0.00,0.00
AVS Danmark,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.06,22.00,0.00,0.00,0.00
AVS Danmark,Generel blok-blob - Generel blok-blob - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.00,22.00,0.00,0.00,0.00
AVS Danmark,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.13,22.00,0.00,0.00,0.00
AVS Danmark,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,1.36,22.00,0.00,0.00,0.00
AVS Danmark,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.045,7.07505,0.01,22.00,0.33,0.00,0.00
AVS Danmark,Premium-filer - Premium-filer - LRS - Det vestlige Europa - new  7/1/2022-7/31/2022  July   ,144.33,0.192,7.07505,100.00,22.00,1.41,140.87,25.41
AVS Danmark,Backup - Backup-Standard -Det nordlige Europa - new  7/1/2022-7/31/2022  July   ,19.01,0.0448,7.07505,56.71,22.00,0.33,18.64,3.43
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  7/1/2022-7/31/2022  July   ,712.99,0.022,7.07505,4311.27,22.00,0.16,695.88,125.49
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  7/1/2022-7/31/2022  July   ,0,0.004,7.07505,0.07,22.00,0.03,0.00,0.00
AVS Danmark,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.08,22.00,0.00,0.00,0.00
AVS Danmark,Blob Storage - Blob Storage - Varm LRS - Det nordlige Europa - new  7/1/2022-7/31/2022  July   ,0,0.05,7.07505,0.09,22.00,0.37,0.03,0.03
AVS Danmark,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,95.76,20.16,1,4.00,22.00,23.36,93.45,16.85
AVS Danmark,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - cycleCharge  7/28/2022-8/27/2022  July   ,139.18,117.2,1,1.00,22.00,135.83,135.83,24.49
AVS Danmark,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,239.6,10.08,1,20.00,22.00,11.69,233.75,42.15
AVS Danmark,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Basic - cycleCharge  7/28/2022-8/27/2022  July   ,29.93,25.2,1,1.00,22.00,29.21,29.21,5.27
AVS Danmark,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  7/28/2022-8/27/2022  July   ,94.44,75.55,1,1.00,22.0,92.17,92.17,16.62
AVS Danmark,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  7/28/2022-8/27/2022  July   ,1270.92,62.96,1,17.00,25.00,74.76,1270.96,254.19
AVS Danmark,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,95.76,20.16,1,4.00,22.00,23.36,93.45,16.85
BLS Capital Management,Bandwidth Inter-Region - Bandwidth Inter-Region - Intra Continent - Europe - new  7/1/2022-7/31/2022  July   ,0.09,0.02,7.07505,0.62,65.00,0.20,0.12,0.05
BLS Capital Management,Storage - Bandwidth - Storage - Bandwidth - Geo-Replication - EU West - new  7/1/2022-7/31/2022  July   ,0,0,7.07505,0.06,65.00,0.00,0.00,0.00
BLS Capital Management,Premium SSD Managed Disks - Premium SSD Managed Disks - P10 - EU West - new  7/1/2022-7/31/2022  July   ,325.89,21.68,7.07505,2.00,65.00,215.13,430.22,169.51
BLS Capital Management,Standard SSD Managed Disks - Standard SSD Managed Disks - E10 LRS - EU West - new  7/1/2022-7/31/2022  July   ,72.08,9.6,7.07505,1.00,65.00,95.26,95.25,37.59
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,2.56,0.0043,7.07505,79.85,65.00,0.04,3.41,1.36
BLS Capital Management,Backup - Backup - On Premises Server - EU West - new  7/1/2022-7/31/2022  July   ,75.08,10,7.07505,1.00,65.00,99.23,99.23,39.17
BLS Capital Management,Bandwidth - Bandwidth - new 7/1/2022-7/31/2022  July   ,0,0.087,7.07505,27.37,65.00,0.00,0.00,0.00
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,1.24,0.054,7.07505,3.12,65.00,0.54,1.67,0.68
BLS Capital Management,Standard HDD Managed Disks - Standard HDD Managed Disks - S4 LRS - EU West - new  7/1/2022-7/31/2022  July   ,11.49,1.536,7.07505,1.00,65.00,15.24,15.24,6.05
BLS Capital Management,Standard Page Blob - Standard Page Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,4.46,65.00,0.00,0.02,0.02
BLS Capital Management,Tables - Tables - GRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.90,65.00,0.00,0.00,0.00
BLS Capital Management,IP Addresses - IP Addresses - Basic IPv4 - new 7/1/2022-7/31/2022  July   ,22.28,0.004,7.07505,744.00,65.00,0.04,29.53,11.71
BLS Capital Management,Files - Files - LRS - new 7/1/2022-7/31/2022  July   ,2.2,0.06,7.07505,5.00,65.00,0.60,2.98,1.22
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,0.53,0.0196,7.07505,3.60,65.00,0.19,0.70,0.28
BLS Capital Management,Standard HDD Managed Disks - Standard HDD Managed Disks - S4 LRS - new  7/1/2022-7/31/2022  July   ,0.53,0.0005,7.07505,161.27,65.00,0.00,0.80,0.38
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - GRS - EU West - new  7/1/2022-7/31/2022  July   ,0,0.00054,7.07505,4.46,65.00,0.01,0.02,0.02
BLS Capital Management,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.045,7.07505,0.02,65.00,0.45,0.01,0.01
BLS Capital Management,Standard SSD Managed Disks - Standard SSD Managed Disks - E30 LRS - EU West - new  7/1/2022-7/31/2022  July   ,577.23,76.8,7.07505,1.00,65.00,762.07,762.02,300.24
BLS Capital Management,Backup - Backup - Standard - EU West - new 7/1/2022-7/31/2022  July   ,117.7,0.0448,7.07505,349.61,65.00,0.44,155.42,61.26
BLS Capital Management,Files - Files - LRS - new 7/1/2022-7/31/2022  July   ,0,0.0015,7.07505,0.08,65.00,0.01,0.00,0.00
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,0,0.0043,7.07505,0.08,65.00,0.04,0.00,0.00
BLS Capital Management,Storage - Bandwidth - Storage - Bandwidth - Geo-Replication v2 - EU West - new  7/1/2022-7/31/2022  July   ,3.8,0.02,7.07505,25.59,65.00,0.20,5.08,2.04
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - RA-GRS - EU West - new  7/1/2022-7/31/2022  July   ,0.7,0.075,7.07505,1.38,65.00,0.74,1.03,0.47
BLS Capital Management,Files - Files - LRS - new 7/1/2022-7/31/2022  July   ,0,0.0015,7.07505,0.04,65.00,0.01,0.00,0.00
BLS Capital Management,IP Addresses - IP Addresses - Standard IPv4 - new 7/1/2022-7/31/2022  July   ,55.89,0.005,7.07505,1488.00,65.00,0.05,73.83,29.12
BLS Capital Management,Network Watcher - Network Watcher - new 7/1/2022-7/31/2022  July   ,0,0.5,7.07505,0.45,65.00,0.00,0.00,0.00
BLS Capital Management,Bandwidth Inter-Region - Bandwidth Inter-Region - Inter Continent - Intercontinental - new  7/1/2022-7/31/2022  July   ,0,0.05,7.07505,0.14,65.00,0.00,0.00,0.00
BLS Capital Management,Service Bus - Service Bus - Standard - new 7/1/2022-7/31/2022  July   ,0,0.8,7.07505,0.00,65.00,0.00,0.00,0.00
BLS Capital Management,Virtual Machines BS Series - Virtual Machines BS Series - B2s - EU West - new  7/1/2022-7/31/2022  July   ,268.4,0.048,7.07505,743.98,65.00,0.48,354.35,139.63
BLS Capital Management,Log Analytics - Log Analytics - Pay-as-you-go - EU West - new  7/1/2022-7/31/2022  July   ,0,2.99,7.07505,0.16,65.00,0.00,0.00,0.00
BLS Capital Management,Service Bus - Service Bus - Standard - new 7/1/2022-7/31/2022  July   ,62.96,0.013441,7.07505,624.00,65.00,0.13,83.22,32.85
BLS Capital Management,Tables - Tables - RA-GRS - new 7/1/2022-7/31/2022  July   ,0,0.075,7.07505,0.01,65.00,0.74,0.01,0.01
BLS Capital Management,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,10.96,0.054,7.07505,27.20,65.00,0.54,14.58,5.81
BLS Capital Management,Standard Page Blob - Standard Page Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,4.46,65.00,0.00,0.02,0.02
BLS Capital Management,Azure Active Directory Domain Services - Azure Active Directory Domain Services - Standard - new  7/1/2022-7/31/2022  July   ,838.65,0.15,7.07505,743.79,65.00,1.49,1107.07,436.15
BLS Capital Management,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.00,65.00,0.00,0.00,0.00
BLS Capital Management,Premium SSD Managed Disks - Premium SSD Managed Disks - P6 - EU West - new  7/1/2022-7/31/2022  July   ,84.36,11.2272,7.07505,1.00,65.00,111.40,111.40,43.91
BLS Capital Management,Standard Page Blob v2 - Standard Page Blob v2 - LRS - EU West - new  7/1/2022-7/31/2022  July   ,0,0.00054,7.07505,4.46,65.00,0.01,0.02,0.02
BLS Capital Management,Files - Files - LRS - new 7/1/2022-7/31/2022  July   ,0,0.015,7.07505,0.05,65.00,0.15,0.01,0.01
BLS Capital Management,SQL Server Standard - SQL Server Standard - 1-4 vCPU VM - new  7/1/2022-7/31/2022  July   ,2236.95,0.4,7.07505,743.95,65.00,3.97,2952.81,1163.25
BLS Capital Management,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,1.36,65.00,0.00,0.00,0.00
BLS Capital Management,IP Addresses - IP Addresses - Basic IPv4 - new 7/1/2022-7/31/2022  July   ,40.24,0.0036,7.07505,1488.00,65.00,0.04,53.15,20.96
BLS Capital Management,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.00,65.00,0.00,0.00,0.00
BLS Capital Management,Virtual Machines Dv2 Series Windows - Virtual Machines Dv2 Series Windows - D2 v2 - EU West - new  7/1/2022-7/31/2022  July   ,2974.79,0.266,7.07505,1487.73,65.00,2.64,3926.80,1546.97
BLS Capital Management,Standard SSD Managed Disks - Standard SSD Managed Disks - E4 LRS - new  7/1/2022-7/31/2022  July   ,26.18,0.002,7.07505,1745.27,65.00,0.02,34.64,13.70
BLS Capital Management,Virtual Machines Av2 Series Windows - Virtual Machines Av2 Series Windows - A4 v2 - EU West - new  7/1/2022-7/31/2022  July   ,1532.28,0.274,7.07505,743.95,65.00,2.72,2022.68,796.86
BLS Capital Management,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0.18,0.00036,7.07505,79.92,65.00,0.00,0.29,0.15
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - addQuantity  7/6/2022-7/27/2022  July   ,5386.59,210.88,1,33.00,25,163.23,5386.43,1077.29
BLS Capital Management,Dynamics 365 CRM New Commerce Promotional Offer Annual - Dynamics 365 Sales Enterprise Edition - cycleCharge  7/28/2022-8/27/2022  July   ,532.5,448.43,1,1.00,25.00,532.50,532.50,106.50
BLS Capital Management,Microsoft Defender for Office 365 (Plan 1) - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  7/18/2022-8/17/2022  July   ,403.2,10.08,1,32.00,25,12.60,403.20,80.64
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  7/28/2022-8/27/2022  July   ,7345.47,210.88,1,33.00,25,222.59,7345.39,1469.08
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  7/28/2022-8/27/2022  July   ,669.06,40.24,1,14.00,25.00,47.79,669.03,133.81
BLS Capital Management,Power Automate per user plan - Power Automate per user plan - renew  7/28/2022-8/27/2022  July   ,106.2,84.96,1,1.00,25,106.20,106.20,21.24
BLS Capital Management,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  7/28/2022-8/27/2022  July   ,0,15.7,1,32.00,25,0.00,0.00,0.00
BLS Capital Management,Microsoft 365 E5 Compliance - Microsoft 365 E5 Compliance - cycleCharge  7/28/2022-8/27/2022  July   ,226.5,60.4,1,3.00,25.00,75.50,226.50,45.30
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  7/28/2022-8/27/2022  July   ,0,0,1,10.00,25.00,0.00,0.00,0.00
BLS Capital Management,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  7/28/2022-8/27/2022  July   ,1338.12,40.24,1,28.00,25.00,47.79,1338.05,267.61
RackPeople ApS,Files - Files - LRS - new 7/1/2022-7/31/2022  July   ,0.26,0.0015,7.07505,28.70,0.00,0.01,0.26,0.05
RackPeople ApS,Functions - Functions - new 7/1/2022-7/31/2022  July   ,28.48,0.000016,7.07505,237429.43,0.00,0.00,22.85,0.07
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,2.78,0.00,0.00,0.01,0.01
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0.35,0.00036,7.07505,132.11,0.00,0.00,0.29,0.01
RackPeople ApS,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  7/1/2022-7/31/2022  July   ,0,0,7.07505,7.00,0.00,0.00,0.00,0.00
RackPeople ApS,Log Analytics - Log Analytics - Pay-as-you-go - EU North - new  7/1/2022-7/31/2022  July   ,0,2.76,7.07505,5.00,0.00,0.00,0.00,0.00
RackPeople ApS,Service Bus - Service Bus - Hybrid Connections - new  7/1/2022-7/31/2022  July   ,149.63,0.0134,7.07505,1485.59,0.00,0.08,119.72,0.02
RackPeople ApS,SQL Database Single Basic - SQL Database Single Basic - B - new  7/1/2022-7/31/2022  July   ,74.99,0.161,7.07505,62.00,0.00,0.97,60.03,0.04
RackPeople ApS,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,3.63,0.045,7.07505,10.92,0.00,0.27,2.96,0.06
RackPeople ApS,Files - Files - LRS - new 7/1/2022-7/31/2022  July   ,0.35,0.0015,7.07505,34.28,0.00,0.01,0.31,0.03
RackPeople ApS,Functions - Functions - new 7/1/2022-7/31/2022  July   ,0,0.000002,7.07505,45028.00,0.00,0.00,0.00,0.00
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.20,0.00,0.00,0.00,0.00
RackPeople ApS,Azure App Service Premium v2 Plan - Azure App Service Premium v2 Plan - P1 v2 - EU North - new  7/1/2022-7/31/2022  July   ,1118.56,0.2,7.07505,744.00,0.00,1.20,894.85,0.00
RackPeople ApS,Azure App Service Standard Plan - Azure App Service Standard Plan - S1 - new  7/1/2022-7/31/2022  July   ,559.28,0.1,7.07505,744.00,0.00,0.60,447.43,0.01
RackPeople ApS,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,24.99,0.00,0.00,0.05,0.05
RackPeople ApS,Log Analytics - Log Analytics - Pay-as-you-go - EU North - new  7/1/2022-7/31/2022  July   ,73.31,2.76,7.07505,3.53,0.00,16.60,58.66,0.01
RackPeople ApS,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.49,0.00,0.00,0.00,0.00
RackPeople ApS,Bandwidth - Bandwidth - new 7/1/2022-7/31/2022  July   ,0,0.087,7.07505,0.11,0.00,0.00,0.00,0.00
RackPeople ApS,Service Bus - Service Bus - Hybrid Connections - new  7/1/2022-7/31/2022  July   ,0,1,7.07505,0.10,0.00,0.00,0.00,0.00
RackPeople ApS,Files - Files - LRS - new 7/1/2022-7/31/2022  July   ,0,0.06,7.07505,0.09,0.00,0.36,0.03,0.03
RackPeople ApS,SQL Database Single Standard - SQL Database Single Standard - S0 - new  7/1/2022-7/31/2022  July   ,112.75,0.4839,7.07505,31.00,0.00,2.91,90.21,0.01
RackPeople ApS,Service Bus - Service Bus - Standard - new 7/1/2022-7/31/2022  July   ,0,0.8,7.07505,0.00,0.00,0.00,0.00,0.00
RackPeople ApS,Functions - Functions - new 7/1/2022-7/31/2022  July   ,0,0.000016,7.07505,400000.00,0.00,0.00,0.00,0.00
RackPeople ApS,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,7.43,0.00,0.00,0.02,0.02
RackPeople ApS,Files - Files - LRS - new 7/1/2022-7/31/2022  July   ,2.56,0.015,7.07505,22.98,0.00,0.09,2.07,0.02
RackPeople ApS,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.024,7.07505,0.09,0.00,0.14,0.01,0.01
RackPeople ApS,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - new  7/4/2022-7/31/2022  July   ,454.4,40.24,1,10.00,0.0,36.35,363.50,0.00
RackPeople ApS,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  7/4/2022-7/31/2022  July   ,499.84,40.24,1,11.00,0.0,36.35,399.85,0.00
RackPeople ApS,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - addQuantity  7/4/2022-7/31/2022  July   ,-454.4,40.24,1,10.00,0.0,-36.35,-363.50,0.00
RackPeople ApS,Power BI Premium Per User - Power BI Premium Per User - cycleCharge  7/24/2022-8/23/2022  July   ,125.9,100.72,1,1.00,0.0,100.72,100.72,0.00
RackPeople ApS,Microsoft Teams Essentials (AAD Identity) - Microsoft Teams Essentials (AAD Identity) - renew  7/3/2022-8/2/2022  July   ,60.48,24.19,1,2.00,0.0,24.19,48.38,0.00
RackPeople ApS,Microsoft Teams Essentials (AAD Identity) - Microsoft Teams Essentials (AAD Identity) - cancelImmediate  7/4/2022-8/2/2022  July   ,-60.48,24.19,1,2.00,0.0,-24.19,-48.38,0.00
RackPeople ApS,Windows 365 Enterprise - Windows 365 Enterprise 2 vCPU; 4 GB; 128 GB - renew  7/19/2022-8/18/2022  July   ,223.88,179.1,1,1.00,0.0,179.10,179.10,0.00
CTGlobal,Logic Apps - Logic Apps - Consumption - new 7/1/2022-7/31/2022  July   ,0,0.000025,7.07505,10.00,6.00,0.00,0.00,0.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,0,0.0043,7.07505,0.06,6.00,0.03,0.00,0.00
CTGlobal,Traffic Manager - Traffic Manager - Azure Endpoint - new  7/1/2022-7/31/2022  July   ,0.26,0.54,7.07505,0.07,6.00,3.44,0.25,0.04
CTGlobal,Azure Monitor - Azure Monitor - Alerts - new 7/1/2022-7/31/2022  July   ,0,0.1,7.07505,10.00,6.00,0.00,0.00,0.00
CTGlobal,SignalR - SignalR - new 7/1/2022-7/31/2022  July   ,0,0,7.07505,62.00,6.00,0.00,0.00,0.00
CTGlobal,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,2.72,6.00,0.00,0.01,0.01
CTGlobal,Key Vault - Key Vault - Premium - new 7/1/2022-7/31/2022  July   ,0,0.03,7.07505,0.01,6.00,0.19,0.00,0.00
CTGlobal,Azure Repos and Boards (Basic) - Azure Repos and Boards (Basic) - new  7/1/2022-7/31/2022  July   ,45.01,6,7.07505,1.00,6.00,38.25,38.25,2.24
CTGlobal,Logic Apps - Logic Apps - Consumption - new 7/1/2022-7/31/2022  July   ,41.65,0.000125,7.07505,44389.00,6.00,0.00,35.37,2.05
CTGlobal,SignalR - SignalR - new 7/1/2022-7/31/2022  July   ,1125.55,1.61,7.07505,93.00,6.00,10.26,954.47,54.03
CTGlobal,Azure App Service Standard Plan - Azure App Service Standard Plan - S1 - new  7/1/2022-7/31/2022  July   ,1677.84,0.1,7.07505,2232.00,6.00,0.64,1422.82,80.55
CTGlobal,Tables - Tables - RA-GRS - new 7/1/2022-7/31/2022  July   ,0,0.075,7.07505,0.01,6.00,0.48,0.00,0.00
CTGlobal,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  7/1/2022-7/31/2022  July   ,0,0,7.07505,22.00,6.00,0.00,0.00,0.00
CTGlobal,SQL Database - LTR Backup Storage - SQL Database - LTR Backup Storage - RA-GRS - EU West - new  7/1/2022-7/31/2022  July   ,20.08,0.0595,7.07505,44.98,6.00,0.38,17.06,1.00
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,0,0.054,7.07505,0.00,6.00,0.34,0.00,0.00
CTGlobal,Standard HDD Managed Disks - Standard HDD Managed Disks - S30 LRS - EU North - new  7/1/2022-7/31/2022  July   ,307.85,40.96,7.07505,1.00,6.00,261.10,261.09,14.81
CTGlobal,Bandwidth - Bandwidth - new 7/1/2022-7/31/2022  July   ,0,0.087,7.07505,100.00,6.00,0.00,0.00,0.00
CTGlobal,Bandwidth - Bandwidth - new 7/1/2022-7/31/2022  July   ,0,0,7.07505,0.00,6.00,0.00,0.00,0.00
CTGlobal,Bandwidth - Bandwidth - new 7/1/2022-7/31/2022  July   ,131.24,0.087,7.07505,200.80,6.00,0.55,111.36,6.37
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S2 - new  7/1/2022-7/31/2022  July   ,563.88,2.42,7.07505,31.00,6.00,15.43,478.22,27.12
CTGlobal,Standard HDD Managed Disks - Standard HDD Managed Disks - S4 LRS - EU North - new  7/1/2022-7/31/2022  July   ,11.49,1.536,7.07505,1.00,6.00,9.79,9.79,0.60
CTGlobal,Traffic Manager - Traffic Manager - Azure Endpoint - new  7/1/2022-7/31/2022  July   ,5.39,0.36,7.07505,2.00,6.00,2.29,4.59,0.28
CTGlobal,Azure Monitor - Azure Monitor - Emails - new 7/1/2022-7/31/2022  July   ,0,0.00002,7.07505,32.00,6.00,0.00,0.00,0.00
CTGlobal,Log Analytics - Log Analytics - Pay-as-you-go - EU West - new  7/1/2022-7/31/2022  July   ,0,2.99,7.07505,5.00,6.00,0.00,0.00,0.00
CTGlobal,Azure App Service Premium v2 Plan - Azure App Service Premium v2 Plan - P3 v2 - EU West - new  7/1/2022-7/31/2022  July   ,8948.51,0.8,7.07505,1488.00,6.00,5.10,7588.35,429.54
CTGlobal,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,22.35,6.00,0.00,0.05,0.05
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,3.71,0.0196,7.07505,25.52,6.00,0.12,3.19,0.22
CTGlobal,Azure Monitor - Azure Monitor - Alerts - new 7/1/2022-7/31/2022  July   ,5.93,0.1,7.07505,8.00,6.00,0.64,5.10,0.36
CTGlobal,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,70.04,0.045,7.07505,207.22,6.00,0.29,59.44,3.41
CTGlobal,Files - Files - LRS - new 7/1/2022-7/31/2022  July   ,2.2,0.06,7.07505,5.00,6.00,0.38,1.91,0.15
CTGlobal,Standard HDD Managed Disks - Standard HDD Managed Disks - S10 LRS - EU North - new  7/1/2022-7/31/2022  July   ,44.21,5.888,7.07505,1.00,6.00,37.53,37.53,2.16
CTGlobal,Tables - Tables - GRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.90,6.00,0.00,0.00,0.00
CTGlobal,Azure App Service Free Plan - Azure App Service Free Plan - F1 - new  7/1/2022-7/31/2022  July   ,0,0,7.07505,10.00,6.00,0.00,0.00,0.00
CTGlobal,Process Automation - Process Automation - Basic - new  7/1/2022-7/31/2022  July   ,0,0.002,7.07505,72.53,6.00,0.00,0.00,0.00
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S3 - new  7/1/2022-7/31/2022  July   ,1127.49,4.8387,7.07505,31.00,6.00,30.84,956.19,54.20
CTGlobal,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.00,6.00,0.00,0.00,0.00
CTGlobal,Microsoft Defender for SQL - Microsoft Defender for SQL - Standard - new  7/1/2022-7/31/2022  July   ,112.75,15,7.07505,1.00,6.00,95.62,95.62,5.42
CTGlobal,Log Analytics - Log Analytics - Pay-as-you-go - EU North - new  7/1/2022-7/31/2022  July   ,0,2.76,7.07505,0.52,6.00,0.00,0.00,0.00
CTGlobal,Bandwidth Inter-Region - Bandwidth Inter-Region - Intra Continent - Europe - new  7/1/2022-7/31/2022  July   ,0,0.02,7.07505,0.00,6.00,0.13,0.00,0.00
CTGlobal,Traffic Manager - Traffic Manager - Traffic View - new  7/1/2022-7/31/2022  July   ,0.96,2,7.07505,0.07,6.00,12.75,0.87,0.10
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,0,0.0043,7.07505,0.03,6.00,0.03,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.00,6.00,0.00,0.00,0.00
CTGlobal,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.024,7.07505,0.03,6.00,0.15,0.01,0.01
CTGlobal,Azure Pipelines - Azure Pipelines - Microsoft-hosted CI/CD - new  7/1/2022-7/31/2022  July   ,902.06,40,7.07505,3.00,6.00,254.98,764.95,43.30
CTGlobal,Storage - Bandwidth - Storage - Bandwidth - Geo-Replication - EU West - new  7/1/2022-7/31/2022  July   ,0,0,7.07505,0.05,6.00,0.00,0.00,0.00
