Customer,Description,Total_Amount_Excl_VAT,Unit_Price,PCToBCExchangeRate,Quantity,Rackpeople Markup,Rackpeople Markup Unit Price,Rackpeople Markup Total Price,Rackpeople Markup Diff
CTGlobal,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,0,0.054,7.07505,0.00,6.00,0.34,0.00,0.00
CTGlobal,Log Analytics - Log Analytics - Pay-as-you-go - EU West - new  7/1/2022-7/31/2022  July   ,829.01,2.99,7.07505,36.88,6.00,19.06,703.02,39.81
CTGlobal,Azure App Service Shared Plan - Azure App Service Shared Plan - new  7/1/2022-7/31/2022  July   ,72.69,0.013,7.07505,744.00,6.00,0.08,61.66,3.51
CTGlobal,Logic Apps - Logic Apps - Consumption - new 7/1/2022-7/31/2022  July   ,0.26,0.12,7.07505,0.30,6.00,0.76,0.23,0.02
CTGlobal,General Block Blob - General Block Blob - LRS - new  7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.00,6.00,0.00,0.00,0.00
CTGlobal,SQL Database Single Standard - SQL Database Single Standard - S0 - new  7/1/2022-7/31/2022  July   ,338.28,0.4839,7.07505,93.00,6.00,3.08,286.88,16.26
Kiltin,Blob Storage - Blob Storage - Cool LRS - EU West - new  7/1/2022-7/31/2022  July   ,0,0.01,7.07505,0.03,110.00,0.13,0.00,0.00
Kiltin,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.07,110.00,0.00,0.00,0.00
Kiltin,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.04,110.00,0.00,0.00,0.00
Kiltin,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.045,7.07505,0.00,110.00,0.57,0.00,0.00
Kiltin,Bandwidth - Bandwidth - new 7/1/2022-7/31/2022  July   ,0,0.087,7.07505,10.92,110.00,0.00,0.00,0.00
Kiltin,Blob Storage - Blob Storage - Cool LRS - EU West - new  7/1/2022-7/31/2022  July   ,142.65,0.1,7.07505,189.78,110.00,1.26,239.67,125.55
Kiltin,Blob Storage - Blob Storage - Cool LRS - EU West - new  7/1/2022-7/31/2022  July   ,19.19,0.01,7.07505,255.47,110.00,0.13,32.26,16.91
Kiltin,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.45,110.00,0.00,0.00,0.00
Kiltin,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,6.28,0.0043,7.07505,196.27,110.00,0.05,10.66,5.64
Kiltin,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.01,110.00,0.00,0.00,0.00
Kiltin,Blob Storage - Blob Storage - Cool LRS - EU West - new  7/1/2022-7/31/2022  July   ,0.7,0.01,7.07505,9.53,110.00,0.13,1.20,0.64
Kiltin,Bandwidth - Bandwidth - new 7/1/2022-7/31/2022  July   ,0,0,7.07505,203.93,110.00,0.00,0.00,0.00
Kiltin,Blob Storage - Blob Storage - Hot LRS - EU West - new  7/1/2022-7/31/2022  July   ,0,0.054,7.07505,0.05,110.00,0.68,0.04,0.04
Kiltin,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.03,110.00,0.00,0.00,0.00
Rackepeople Consulting ApS,Blob Storage - Blob Storage - Hot LRS - EU North - new  7/1/2022-7/31/2022  July   ,2770.85,0.022,7.07505,16754.86,0.00,0.13,2216.73,0.05
Rackepeople Consulting ApS,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.045,7.07505,0.01,0.00,0.27,0.00,0.00
Rackepeople Consulting ApS,Tables - Tables - LRS - new 7/1/2022-7/31/2022  July   ,0,0.00036,7.07505,0.45,0.00,0.00,0.00,0.00
Hi3G Denmark ApS,Azure App Service Standard Plan - Azure App Service Standard Plan - S1 - new  7/1/2022-7/31/2022  July   ,559.28,0.1,7.07505,744.00,15.00,0.69,514.54,67.12
Grønbech & Sønner,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - customerCredit  4/28/2022-5/27/2022  July   ,-2.75,94.4,1,1.00,25.00,-2.75,-2.75,-0.55
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  7/28/2022-8/27/2022  July   ,47.79,40.24,1,1.00,25.00,47.79,47.79,9.56
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  7/28/2022-8/27/2022  July   ,597.5,50.32,1,10.00,25.0,59.75,597.50,119.50
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  7/28/2022-8/27/2022  July   ,23322,110.8,1,195.00,25.00,119.60,23322.00,4664.40
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  7/14/2022-7/27/2022  July   ,278.9,50.32,1,10.00,25.0,27.89,278.88,55.78
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 F1 - cycleCharge  7/28/2022-8/27/2022  July   ,13.49,11.36,1,1.00,25.00,13.49,13.49,2.70
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - cycleCharge  7/28/2022-8/27/2022  July   ,139.18,117.2,1,1.00,25.00,139.18,139.18,27.84
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  7/28/2022-8/27/2022  July   ,4109.94,40.24,1,86.00,25.00,47.79,4109.73,821.95
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - cycleCharge  7/28/2022-8/27/2022  July   ,112.1,94.4,1,1.00,25.0,112.10,112.10,22.42
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online Kiosk - cycleCharge  7/28/2022-8/27/2022  July   ,11.98,10.08,1,1.00,25.00,11.98,11.98,2.40
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  7/28/2022-8/27/2022  July   ,448.4,75.52,1,5.00,25.00,89.68,448.38,89.68
Grønbech & Sønner,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - addQuantity  7/14/2022-7/27/2022  July   ,-251.01,50.32,1,9.00,25.00,-27.89,-250.99,-50.20
Personalegruppen A/S,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - customerCredit  4/28/2022-5/27/2022  July   ,-143.88,48.29,1,33.00,25.0,-4.36,-143.96,-28.79
Personalegruppen A/S,Microsoft 365 Business Premium - Microsoft 365 Business Premium - convert  7/21/2022-8/20/2022  July   ,4709,110.8,1,34.00,25.0,138.50,4709.00,941.80
Personalegruppen A/S,Exchange Online (Plan 1) - Exchange Online (Plan 1) - renew  7/28/2022-8/27/2022  July   ,30.24,24.19,1,1.00,25.0,30.24,30.24,6.05
Personalegruppen A/S,Microsoft 365 Business Premium - Microsoft 365 Business Premium - convert  7/21/2022-7/27/2022  July   ,-1280.07,132.96,1,33.00,25.0,-38.79,-1279.99,-256.00
Personalegruppen A/S,Microsoft 365 Business Premium - Microsoft 365 Business Premium - customerCredit  6/28/2022-7/27/2022  July   ,-914.1,132.96,1,33.00,25.0,-27.70,-914.10,-182.82
Gammelbys,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  7/29/2022-8/28/2022  July   ,0,15.7,1,13.00,12.5,0.00,0.00,0.00
Gammelbys,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  7/28/2022-8/27/2022  July   ,332.4,132.96,1,2.00,12.5,149.58,299.16,33.24
Gammelbys,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - addQuantity  7/29/2022-8/27/2022  July   ,-601.25,40.24,1,13.00,12.50,-41.63,-541.13,-60.13
Gammelbys,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 F3 - cycleCharge  7/28/2022-8/27/2022  July   ,23.94,20.16,1,1.00,12.50,21.54,21.54,2.39
Gammelbys,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,167.58,20.16,1,7.00,12.50,21.54,150.81,16.76
Gammelbys,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Apps for business - cycleCharge  7/28/2022-8/27/2022  July   ,62.51,52.64,1,1.00,12.50,56.26,56.26,6.25
Gammelbys,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  7/29/2022-8/27/2022  July   ,-1504.75,110.8,1,13.00,12.5,-104.18,-1354.28,-150.48
Gammelbys,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  7/28/2022-8/27/2022  July   ,1554.8,110.8,1,13.00,12.5,107.64,1399.32,155.48
Gammelbys,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Basic - cycleCharge  7/28/2022-8/27/2022  July   ,29.93,25.2,1,1.00,12.50,26.93,26.93,2.99
Gammelbys,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  7/28/2022-8/27/2022  July   ,621.27,40.24,1,13.00,12.50,43.01,559.11,62.12
Gammelbys,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - addQuantity  7/29/2022-8/28/2022  July   ,0,15.7,1,13.00,12.5,0.00,0.00,0.00
Gammelbys,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - addQuantity  7/29/2022-8/27/2022  July   ,647.5,40.24,1,14.00,12.5,41.63,582.75,64.75
Gammelbys,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - addQuantity  7/29/2022-8/28/2022  July   ,0,15.7,1,14.00,12.5,0.00,0.00,0.00
Gammelbys,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  7/29/2022-8/27/2022  July   ,1620.36,110.8,1,14.00,12.5,104.16,1458.29,162.03
INTERN A/S,Microsoft 365 Business Basic - Microsoft 365 Business Basic - new  7/6/2022-7/31/2022  July   ,114.15,36.29,1,3.00,25.0,38.05,114.15,22.83
INTERN A/S,Microsoft 365 Business Basic - Microsoft 365 Business Basic - addQuantity  7/27/2022-7/31/2022  July   ,-14.64,36.29,1,2.00,25.0,-7.33,-14.65,-2.93
INTERN A/S,Microsoft 365 Business Basic - Microsoft 365 Business Basic - removeQuantity  7/6/2022-7/31/2022  July   ,-114.15,36.29,1,3.00,25.0,-38.05,-114.15,-22.83
INTERN A/S,Microsoft 365 Business Basic - Microsoft 365 Business Basic - addQuantity  7/27/2022-7/31/2022  July   ,21.93,36.29,1,3.00,25.0,7.31,21.94,4.39
INTERN A/S,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,23.94,20.16,1,1.00,25.00,23.94,23.94,4.79
INTERN A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  7/28/2022-8/27/2022  July   ,1674.4,100.72,1,14.00,25.00,119.60,1674.40,334.88
INTERN A/S,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 F3 - cycleCharge  7/28/2022-8/27/2022  July   ,263.34,20.16,1,11.00,25.00,23.94,263.31,52.66
INTERN A/S,Microsoft 365 Business Basic - Microsoft 365 Business Basic - removeQuantity  7/6/2022-7/31/2022  July   ,76.1,36.29,1,2.00,25.0,38.05,76.10,15.22
INTERN A/S,Microsoft 365 New Commerce Promotional Offer Annual - Project Plan 3 - cycleCharge  7/28/2022-8/27/2022  July   ,1434.88,151.04,1,8.00,25.0,179.36,1434.90,286.98
CO:PLAY Advokatpartnerselskab,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  7/28/2022-8/27/2022  July   ,4674.39,187.44,1,21.00,25.00,222.59,4674.34,934.87
CO:PLAY Advokatpartnerselskab,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  7/28/2022-8/27/2022  July   ,717,50.32,1,12.00,25.0,59.75,717.00,143.40
CO:PLAY Advokatpartnerselskab,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - cycleCharge  7/28/2022-8/27/2022  July   ,112.1,94.4,1,1.00,25.0,112.10,112.10,22.42
CO:PLAY Advokatpartnerselskab,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,71.82,20.16,1,3.00,25.00,23.94,71.81,14.36
CO:PLAY Advokatpartnerselskab,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E1 - cycleCharge  7/28/2022-8/27/2022  July   ,47.79,40.24,1,1.00,25.00,47.79,47.79,9.56
CO:PLAY Advokatpartnerselskab,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - customerCredit  3/28/2022-4/27/2022  July   ,-5.9,94.4,1,1.00,25.00,-5.90,-5.90,-1.18
Langvad Arkitekter,Microsoft 365 New Commerce Promotional Offer Annual - Project Plan 3 - cycleCharge  7/28/2022-8/27/2022  July   ,179.36,151.04,1,1.00,25.00,179.36,179.36,35.87
Langvad Arkitekter,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  7/28/2022-8/27/2022  July   ,598,100.72,1,5.00,25.00,119.60,598.00,119.60
Langvad Arkitekter,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,47.88,20.16,1,2.00,25.00,23.94,47.88,9.58
Atcom Aps,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E5 - cycleCharge  7/28/2022-8/27/2022  July   ,4429.88,286.96,1,13.00,25.00,340.76,4429.91,885.98
Atcom Aps,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,47.88,20.16,1,2.00,25.00,23.94,47.88,9.58
Atcom Aps,Microsoft 365 E5 - Microsoft 365 E5 - renew 7/28/2022-8/27/2022  July   ,1443.99,385.06,1,3.00,18.75,457.26,1371.78,216.60
Atcom Aps,Visio Plan 2 - Visio Plan 2 - renew 7/28/2022-8/27/2022  July   ,339.84,90.62,1,3.00,18.75,107.61,322.83,50.97
Atcom Aps,Microsoft Teams Phone Resource Account - Microsoft Teams Phone Resource Account - renew  7/21/2022-8/20/2022  July   ,0,0,1,5.00,18.75,0.00,0.00,0.00
Atcom Aps,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  7/28/2022-8/27/2022  July   ,986.48,75.52,1,11.00,25.00,89.68,986.43,197.29
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  7/23/2022-8/22/2022  July   ,23.94,20.16,1,1.00,6.25,20.35,20.35,1.20
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 F3 - cycleCharge  7/24/2022-8/23/2022  July   ,2246.13,40.24,1,47.00,6.25,40.62,1909.11,112.30
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  7/23/2022-8/22/2022  July   ,1335.54,187.44,1,6.00,6.25,189.20,1135.20,66.78
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  7/23/2022-8/22/2022  July   ,298.75,50.32,1,5.00,6.25,50.79,253.94,14.94
Delfi Technologies A/S,Microsoft 365 F3 - Microsoft 365 F3 - renew 7/23/2022-8/22/2022  July   ,120.72,48.29,1,2.00,6.25,51.31,102.62,6.04
Delfi Technologies A/S,Exchange Online (Plan 1) - Exchange Online (Plan 1) - new  7/29/2022-8/23/2022  July   ,993.58,20.16,1,47.00,6.25,17.97,844.44,49.67
Delfi Technologies A/S,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  7/23/2022-8/22/2022  July   ,664.8,132.96,1,4.00,6.25,141.27,565.08,33.24
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  7/14/2022-7/23/2022  July   ,3228.66,110.8,1,81.00,6.25,33.88,2744.53,161.44
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  7/24/2022-8/23/2022  July   ,9687.6,110.8,1,81.00,6.25,101.66,8234.46,484.38
Delfi Technologies A/S,Exchange Online (Plan 1) - Exchange Online (Plan 1) - cancelImmediate  8/3/2022-8/23/2022  July   ,-840.83,20.16,1,47.00,6.25,-15.20,-714.61,-42.04
Delfi Technologies A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - addQuantity  7/14/2022-7/23/2022  July   ,-3189.6,110.8,1,80.00,6.25,-33.89,-2711.50,-159.50
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,119.7,20.16,1,5.00,25.00,23.94,119.69,23.94
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  7/28/2022-8/27/2022  July   ,239,50.32,1,4.00,25.00,59.75,239.00,47.80
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  7/28/2022-8/27/2022  July   ,9687.6,110.8,1,81.00,12.5,107.64,8718.84,968.76
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Defender for Office 365 (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,1605.32,10.08,1,134.00,12.5,10.78,1444.19,160.47
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Visio Plan 2 - cycleCharge  7/28/2022-8/27/2022  July   ,1165.84,75.52,1,13.00,25.00,89.68,1165.78,233.16
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E3 - cycleCharge  7/28/2022-8/27/2022  July   ,2225.9,187.44,1,10.00,9.00,194.10,1940.96,160.26
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 E5 - cycleCharge  7/28/2022-8/27/2022  July   ,681.52,286.96,1,2.00,9.00,297.14,594.29,49.07
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  7/28/2022-8/27/2022  July   ,10391.64,62.96,1,139.00,25.00,74.76,10391.99,2078.40
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft Teams Rooms Standard - cycleCharge  7/28/2022-8/27/2022  July   ,672.6,94.4,1,6.00,25.00,112.10,672.60,134.52
Nordic Bioscience,Power; Flow; AAD; AI; Intune; MCAS; Defender IN New Commerce Promotional Offer Annual - Enterprise Mobility + Security E5 - cycleCharge  7/28/2022-8/27/2022  July   ,196.66,82.8,1,2.00,9.00,85.74,171.48,14.16
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 2) - cycleCharge  7/28/2022-8/27/2022  July   ,143.37,40.24,1,3.00,12.5,43.01,129.03,14.34
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Common Area Phone - cycleCharge  7/28/2022-8/27/2022  July   ,621.27,40.24,1,13.00,9.00,41.67,541.72,44.73
Nordic Bioscience,Azure Active Directory Premium P1 - Azure Active Directory Premium P1 - renew  7/3/2022-8/2/2022  July   ,45.36,36.29,1,1.00,12.5,40.83,40.83,4.54
Nordic Bioscience,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  7/28/2022-8/27/2022  July   ,0,15.7,1,30.00,12.5,0.00,0.00,0.00
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - Virtual User - cycleCharge  7/28/2022-8/27/2022  July   ,0,0,1,5.00,9.00,0.00,0.00,0.00
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  7/28/2022-8/27/2022  July   ,1529.28,40.24,1,32.00,12.5,43.01,1376.28,152.92
Nordic Bioscience,Microsoft 365 New Commerce Promotional Offer Annual - Project Online Essentials - cycleCharge  7/28/2022-8/27/2022  July   ,41.9,35.28,1,1.00,9.00,36.54,36.54,3.02
Nordic Bioscience,Microsoft Teams Rooms Standard - Microsoft Teams Rooms Standard - customerCredit  2/28/2022-3/27/2022  July   ,-35.4,94.4,1,6.00,12.5,-5.31,-31.86,-3.54
Nord Tech Industrisystemer,Visio Plan 2 - Visio Plan 2 - cycleCharge 7/17/2022-8/16/2022  July   ,94.4,75.52,1,1.00,7.00,80.81,80.81,5.29
Nord Tech Industrisystemer,Dynamics 365 Business Central Essentials - Dynamics 365 Business Central Essentials - new  7/26/2022-7/31/2022  July   ,74.6,308.35,1,1.00,25.0,74.60,74.60,14.92
Nord Tech Industrisystemer,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  7/26/2022-8/16/2022  July   ,2653.83,110.8,1,27.00,25.0,98.29,2653.76,530.75
Nord Tech Industrisystemer,Microsoft 365 Business Basic - Microsoft 365 Business Basic - cycleCharge  7/17/2022-8/16/2022  July   ,113.4,30.24,1,3.00,25.00,37.80,113.40,22.68
Nord Tech Industrisystemer,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  7/17/2022-8/16/2022  July   ,3601,110.8,1,26.00,7.00,118.56,3082.46,201.66
Nord Tech Industrisystemer,Microsoft 365 Business Premium - Microsoft 365 Business Premium - addQuantity  7/26/2022-8/16/2022  July   ,-2555.8,110.8,1,26.00,7.00,-84.14,-2187.76,-143.12
Nord Tech Industrisystemer,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - cycleCharge  7/12/2022-8/11/2022  July   ,1106.6,40.24,1,22.00,7.00,43.06,947.25,61.97
Nord Tech Industrisystemer,Exchange Online (Plan 2) - Exchange Online (Plan 2) - cycleCharge  7/17/2022-8/16/2022  July   ,50.3,40.24,1,1.00,25.00,50.30,50.30,10.06
GOSH Copenhagen,Exchange Online (Plan 1) - Exchange Online (Plan 1) - new  7/12/2022-8/11/2022  July   ,30.24,24.19,1,1.00,6.25,25.70,25.70,1.51
GOSH Copenhagen,Microsoft 365 New Commerce Promotional Offer Annual - Power BI Pro - cycleCharge  7/28/2022-8/27/2022  July   ,717,50.32,1,12.00,9.00,52.10,625.22,51.62
GOSH Copenhagen,Microsoft Teams Phone Standard - Microsoft Teams Phone Standard - renew  7/28/2022-8/27/2022  July   ,181.08,48.29,1,3.00,6.25,51.31,153.92,9.05
GOSH Copenhagen,Microsoft 365 Business Basic - Microsoft 365 Business Basic - renew  7/28/2022-8/27/2022  July   ,90.72,36.29,1,2.00,6.25,38.56,77.12,4.54
GOSH Copenhagen,Microsoft 365 Audio Conferencing Adoption Promo - Microsoft 365 Business Voice Adoption Promo - Microsoft 365 Audio Conferencing - cycleCharge  7/28/2022-8/27/2022  July   ,0,15.7,1,71.00,6.25,0.00,0.00,0.00
GOSH Copenhagen,Microsoft 365 Business Premium - Microsoft 365 Business Premium - renew  7/28/2022-8/27/2022  July   ,498.6,132.96,1,3.00,6.25,141.27,423.81,24.93
GOSH Copenhagen,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  7/28/2022-8/27/2022  July   ,672.84,62.96,1,9.00,9.00,65.19,586.74,48.45
GOSH Copenhagen,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  7/28/2022-8/27/2022  July   ,2198.34,40.24,1,46.00,9.00,41.67,1916.85,158.27
GOSH Copenhagen,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Basic - cycleCharge  7/28/2022-8/27/2022  July   ,359.16,25.2,1,12.00,9.00,26.09,313.14,25.86
GOSH Copenhagen,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  7/28/2022-8/27/2022  July   ,5382,100.72,1,45.00,9.00,104.29,4693.10,387.50
Mads & Vitus,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  7/23/2022-8/22/2022  July   ,373.8,62.96,1,5.00,12.50,67.29,336.43,37.38
Mads & Vitus,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Phone System - cycleCharge  7/23/2022-8/22/2022  July   ,191.16,40.24,1,4.00,12.50,43.01,172.04,19.12
make Rehab A/S,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  7/28/2022-8/27/2022  July   ,598,100.72,1,5.00,25.00,119.60,598.00,119.60
ZINCKTWICE S.M.B.A.,Microsoft 365 Business Standard - Microsoft 365 Business Standard - cycleCharge  7/1/2022-7/31/2022  July   ,236.1,62.96,1,3.00,25.0,78.70,236.10,47.22
Klinik Socius,Microsoft 365 Business Premium - Microsoft 365 Business Premium - cycleCharge  7/24/2022-8/23/2022  July   ,1662,110.8,1,12.00,25.00,138.50,1662.00,332.40
Bendix Transport,Microsoft 365 New Commerce Promotional Offer Annual - Office 365 E3 - cycleCharge  7/28/2022-8/27/2022  July   ,5567.2,117.2,1,40.00,25.00,139.18,5567.00,1113.40
Bendix Transport,Microsoft 365 New Commerce Promotional Offer Annual - Enterprise Mobility + Security E3 - cycleCharge  7/28/2022-8/27/2022  July   ,2527.2,53.2,1,40.00,25.00,63.18,2527.00,505.40
Bendix Transport,Microsoft 365 New Commerce Promotional Offer Annual - Exchange Online (Plan 1) - cycleCharge  7/28/2022-8/27/2022  July   ,95.76,20.16,1,4.00,25.00,23.94,95.75,19.15
PrimeAssurance AS,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Premium - cycleCharge  7/28/2022-8/27/2022  July   ,598,100.72,1,5.00,25.00,119.60,598.00,119.60
PrimeAssurance AS,Microsoft 365 New Commerce Promotional Offer Annual - Microsoft 365 Business Standard - cycleCharge  7/28/2022-8/27/2022  July   ,74.76,62.96,1,1.00,25.00,74.76,74.76,14.95
RackpeopleTest,Modern Work SMB Promo - Microsoft Teams Essentials (AAD Identity) - Microsoft Teams Essentials (AAD Identity) - cycleCharge  7/12/2022-8/11/2022  July   ,56.7,20.16,1,3.00,0.0,15.12,45.36,0.00
viks,Microsoft 365 Business Standard - Microsoft 365 Business Standard - renew  7/25/2022-8/24/2022  July   ,472.2,75.55,1,5.00,25.0,94.44,472.19,94.44
